,Date,Title,Content,Category,Image_link,Article_link
0,['22/01/2020'],When colourful kites took over Kudla skies,"Kudla’s skies burst into a sea of colour recently, thanks to the kite festival. Held as part of the annual Karavali Utsav, the fest unfolded on Panambur beach , over a period of three days. Thousands of visitors thronged to the beach , as 21 teams participated in the mega event that saw some unique kites including horses, Yakshagana masks and giant spirals. While various kite clubs from Mangaluru had participated, the do also saw teams from various countries like the US, Thailand, Indonesia, Malaysia and the Netherlands taking part in it. Local people also displayed enthusiasm in buying kites that were being sold on the spot, while many also tried their hand at it.In Video: Kite fest in Kudla",mangaluru,"https://static.toiimg.com/thumb/msid-73484033,width-1070,height-580,imgsize-75838,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",http://timesofindia.indiatimes.com//city/mangaluru/when-colourful-kites-took-over-kudla-skies/articleshow/73484137.cms
1,['22/01/2020'],Here are Bangalore Times 20 Most Desirable Men on TV 2019,"1. Raksh He entered the small screen as the lead in the extremely popular Puttagowri Maduve. He's then cemented his popularity with Gattimela, which is ruling the viewership charts too.Married to AnushaA charmer who has his looks and way with words2. Chandan Kumar He’s currently frontlining the TV show Sarvamangala Mangalye, while also balancing time with a Telugu daily soap. He’s also passionate about cricket and is a part of the celebrity T20 games.Claims he’s very single.A chiselled body that’s oh-so-envious.3. Vijay Suriya The popular pin-up boy of Kannada small screen, Vijay continues to be known for his role in the recently concluded Agnisakshi. He’s followed that up with Premaloka, which is yet another romantic saga.Married to Chaitra.His winsome smile and dimpled cheeks make girls go weak in the knees.4. Rakesh Maiya He’s made his mark as one of director TN Seetharam’s heroes in Magalu Janaki. He’s also popular in the short film circuit, thanks to his film, Bisi Bele Bath.He’s up for grabs, ladies!His pleasing demeanour and impeccable Kannada.5. Bharath BopannaThis Coorg boy who plays the lead in Brahmagantu is set to make a debut on the big screen too. He is known to have quite the fan following among college girls.Quite the hit with the ladies, apparently.His hot bod and dreamy eyes.6. Jaganath ChandrashekarrThis lead actor of the TV show Seetha Vallabh has also turned producer for a new show and is quite in demand as an anchor.Married to Rakshita.He’s got that bad boy smile, which works to his favour.7. Shine Shetty He’s been a popular name on Kannada television, but his Bigg Boss Kannada stint this season has won him a loyal fan base.He’s tried wooing his co-contestant, actress Deepika Das.Charming boy-next-door looks.8. Skanda Ashok Popular for his performance in the recently concluded TV show Radha Ramana, he’s gearing up for a career in films.Married to Shika Prasad.He’s got the oomph factor thanks to his slick style quotient.9. Chandu B GowdaWhile his role in the TV show Lakshmi Baramma brought him instant fame, he has played impressive characters in films.We hear there is a big announcement right around the corner!His brawny looks are akin to Johnny Bravo.10. Sharath PadmanabhQuite the household name, thanks to his prime time show Paaru, he’s earned himself a huge fan following among the ladies.It’s closely guarded.He’s got the Mills and Boon hero vibe going for him.11. Vasuki Vaibhav The award-winning composer is winning hearts with his talent in the Bigg Boss Kannada house.He’s got himself an admirer in actress Bhoomi Shetty.A down-to-earth attitude and soulful voice.12. Abhishek DasThis new face of the TV show Gattimela is also known for his performance in the film Ambi Ning Vayassaytho.He’s popular among the girls.His sweet guy meets prankster vibe.13. Kishen BilagaliThis dancer and choreographer has danced his way into people’s hearts in this year’s Bigg Boss Kannada. He has also been a child artiste in cinema.He’s earned the tag of being a player.His dance moves.14. Vinay GowdaMythological dramas have been his forte. He’s had a stark onscreen makeover for his new TV show, Bayasade Bali Bande.Married to Akshatha Gowda.His very muscular physique.15. Dheekshith ShettyAfter a successful stint in the TV show Naagini, he’s also awaiting his big-screen debut soon.It’s all hush-hush.Boyish charm matched with a funky attitude.16. Aryan RajThis former model has been part of mythological dramas on the telly, which have seen him take on varied avatars.He’s quite the hit among the girls.His model-like looks.17. Pavan RavindraThis youngster gained popularity with his performance on the TV show Ranganayaki.He’s kept it all private.His athletic bod and naughty smile.18. Amith KashyapThis lead actor from the TV show Radha Kalyana has been part of Tamil television as well.It remains a mystery.He’s got the good guy vibe.19. Bhavani SinghHe calls himself the Rajput Kannadiga and his role in the TV show Subbalakshmi Samsara has been quite a hit.Married to Pankaja Shivanna.His rugged tough guy looks.20. Swaminathan AnantharamanHis impressive performance in the daily soap Mithunarashi has got him fans across age groups among the ladies.He just won’t tell!He’s the boy you’d take home to meet your mom.",tv,"https://static.toiimg.com/thumb/msid-73490044,width-1070,height-580,overlay-toi_sw,pt-32,y_pad-40,resizemode-75,imgsize-249106/73490044.jpg",http://timesofindia.indiatimes.com//tv/news/kannada/here-are-bangalore-times-20-most-desirable-men-on-tv-2019/articleshow/73488361.cms
2,['22/01/2020'],Model Mitali Rannorey ties the knot with beau Avishek,"Bengalurean model Mitali Rannorey, who is considered to be one of the top names in fashion, tied the knot over the weekend in Kolkata. Mitali got married to beau Avishek Bambi Das, who is from the F&B industry. Mitali and Avishek had been quite vocal about their relationship on social media, ever since they began dating. Mitali, who moved to Mumbai for her career, has even done a special appearance in Dear Zindagi. “That was a one-off role, I’m not doing cinema again,” she has maintained. Their wedding saw a lot of names from the fashion, film and sports fraternity drop by. And we hear from those who attended that it was one rocking party!",life-style,"https://static.toiimg.com/thumb/msid-73492202,width-1070,height-580,overlay-toi_sw,pt-32,y_pad-40,resizemode-75,imgsize-206486/73492202.jpg",http://timesofindia.indiatimes.com//life-style/spotlight/model-mitali-rannorey-ties-the-knot-with-beau-avishek/articleshow/73492202.cms
3,['22/01/2020'],Mohan Raja and I spent two days with Sriram Raghavan to discuss Andhadhun: Thiagarajan,"The Tamil remake of the Hindi film Andhadhun, which stars Prashanth in the lead, has a director on board! The film will be helmed by Mohan Raja , and the filmmaker has already completed the scripting work. Confirming the news, Thiagarajan , who’s acquired the remake rights, says, “A lot of reports about who would direct the film were making the rounds. But we had approached only Mohan Raja. The pre-production work is almost over, and the film will go on floors in February. Raja and I went to Mumbai last week and sat with Sriram Raghavan (director of Andhadhun) for two days to discuss the film. We spoke to him about what he thought he could have done differently after the film released, about certain scenes, what he did why he did... He spent three hours on the first day and five hours the next day with us. He was happy that the film was being made in Tamil. In fact, it was only recently that I told Sriram I’d remade his Johnny Gaddar as Johnny with Prashanth. He is a south Indian and speaks good Tamil.”Ask him if he approached Raja because he’s successfully handled remakes before, and the actor-director-producer retorts, “No, not at all. Raja is a commercially successful director. All his films have resonated with the audiences, and he can handle all kinds of scripts. His Thani Oruvan and Velaikkaran, which did really well and won critical acclaim, were his own scripts. We chose him because he can do justice to the kind of sensibilities that Andhadhun reflects. In fact, we were worried he might not want to do a remake as he’s planning to make a pan-India film in three-four languages.”Andhadhun, starring Ayushmann Khurrana , Tabu and Radhika Apte, won multiple National Awards. “It was also screened in countries like China, Korea and Japan and was loved by audiences the world over. So, I want to do justice to the remake,” says Thiagarajan, who is confident that Prashanth is an apt fit to play the lead. “Prashanth has completed four stages of piano in Trinity College. He’s been practising piano for the last six months. He’s lost a whopping 22 kilos and has gone to Malaysia to train more and reduce another five kilos,” he says. The rest of the cast and technical team is yet to be finalised. “Amit Trivedi’s compositions are the soul of the film. So, we are looking at locking a composer who can create that kind of magic. We should be announcing the rest of the cast soon,” he signs off.",entertainment,"https://static.toiimg.com/thumb/msid-73487159,width-1070,height-580,overlay-toi_sw,pt-32,y_pad-40,resizemode-75,imgsize-318373/73487159.jpg",http://timesofindia.indiatimes.com//entertainment/tamil/movies/news/mohan-raja-and-i-spent-two-days-with-sriram-raghavan-to-discuss-andhadhun-thiagarajan/articleshow/73487159.cms
4,['22/01/2020'],Raksh is Bangalore Times Most Desirable Man on TV 2019,"If television saw a comeback of sorts in 2019, it was of Raksh , who returned to the small screen with the TV show Gattimela . While his earlier stint in the show Puttagowri Maduve made him a face to watch out for, the new show seems to have sealed a place for him in the hearts of Kannada television viewers… so much so that he tops our list of Bangalore Times Most Desirable Man on TV, 2019.It is honestly overwhelming. It is a big boost when you’ve been putting in a lot of hard work and something like this comes your way. It only encourages you to work harder. People may say hard work is what is needed and results don’t matter, but I say that they do. It took me some time to come here. Now that I have got here, I feel blessed.I have my roots in theatre, and television was never part of my plan. My mind was set on films. I signed up for two films, which didn’t take off. That’s when I decided to give television a shot. It was only after I started that I realised how big the medium was. In just two years after I signed up for Puttagowri Maduve, I was already so close to achieving my dream — of being able to reach out to people. But then, Puttagowri Maduve was a female-centric one and did not give me the opportunity to really showcase my talent as much as I hoped for. I got that break with Gattimela, which set sail last year. I had only requested the makers to ensure that the character that was etched out stayed put and to leave the rest to me. They did that, and soon enough, the show began to get good viewer ratings. If Puttagowri Maduve paved the way to pursue my passion, Gattimela allowed me to showcase what I am really capable of.I do take time out to reply to each of the messages that I receive on social media. It is interesting to see how audiences react to each character you play onscreen. In my earlier show, my character had shades of grey, but people now love the new character I have been playing.To be called a desirable actor, one needs to have the ability to act effortlessly and consistently.I look up to Yash . He began as an actor on the small screen and has grown to be a star who is known nationally. My childhood idol, though, has always been Shah Rukh Khan . My study room was filled with his posters. He has influenced generations of actors, including me.I come from a family filled with engineers and doctors. I tried to follow suit, and took up science initially. But during graduation, I decided to pursue what I felt I had the aptitude for. My goal was to ensure I had a good educational background. Though I have not pursued law as a career, the various moot court sessions and ability to understand case studies has helped me understand the world better.I am a foodie and I love non-vegetarian food. During college, I would easily eat two plates of biryanis at one sitting. Over the years, I have learnt to control these urges. It is important for an actor to be disciplined, look good and maintain your physique. Being part of TV, this is a requirement right through the year, as we do not really have gaps between schedules during which you could afford to let go or relax. If you tend to slack here, people will overtake you in a moment.I am yet to meet that crazy female fan who gives me that unforgettable story. But, yes, there have been many requests for selfies. Since my wife Anusha prefers to maintain a low profile, I have had female fans telling me that they love me after clicking that selfie, without realising that my wife is right next to me.",tv,"https://static.toiimg.com/thumb/msid-73490687,width-1070,height-580,overlay-toi_sw,pt-32,y_pad-40,resizemode-75,imgsize-139564/73490687.jpg",http://timesofindia.indiatimes.com//tv/news/kannada/raksh-is-bangalore-times-most-desirable-man-on-tv-2019/articleshow/73490822.cms
5,['22/01/2020'],Vishwa learns Sri Lankan Tamil for his film with Seenu Ramasamy,"After pulling off the role of a footballer with conviction in Champion Vishwa has moved on to his next. The actor will be seen as a Sri Lankan Tamil in a film directed by Seenu Ramasamy “I was supposed to be launched by Seenu Ramasamy sir. But, the project did not take off due to various reasons and I debuted with Susienthiran sir’s Champion. And now, I’m happy to get a second chance to work with Seenu sir,” Vishwa tells us, “I play a Sri Lankan youngster who migrates to Chennai for work. How his life changes after he meets and falls in love with a girl who works in a spa here is what the film will explore. It will be an entertainer, but steeped in reality. It will be a typical Seenu Ramasamy film, like his Neerparavai and Thenmerku Paruvakatru that won awards.”Interestingly, the film was first announced as Spa, with Mollywood actor Shane Nigam playing the lead. “His dates didn’t work out and I’m doing the film now. Also, the film will not be titled Spa,” informs Vishwa.The actor is presently taking diction lessons for his role. “I’m learning Sri Lankan Tamil from a coach in Tiruvannamalai now. Seenu sir’s busy with Maamanithan, which has Vijay Sethupathi in the lead. So, we should start pre-production soon after it releases in the next two months. We are looking at shooting this film from March,” Vishwa adds.",entertainment,"https://static.toiimg.com/thumb/msid-73487018,width-1070,height-580,overlay-toi_sw,pt-32,y_pad-40,resizemode-75,imgsize-952690/73487018.jpg",http://timesofindia.indiatimes.com//entertainment/tamil/movies/news/vishwa-learns-sri-lankan-tamil-for-his-film-with-seenu-ramasamy/articleshow/73487018.cms
6,['22/01/2020'],‘Indrajith was willing to push himself for his character in Aaha’,"The team of the upcoming sports-drama Aaha , which revolves around tug of war , seems to have pulled out all the stops for the movie. While its director Bibin Paul Samuel and scriptwriter Tobit Chirayath have worked on the script for over four years, the cast too had allotted time and effort to be physically ready for the movie.Bibin, who had wrapped up the film’s production on Monday, tells us, “It was an enjoyable and yet gruelling experience for all of us. We had actors who never had undergone physical fitness routine show up and put in close to four months of training to improve their strength to do the movie. By the end of it, all their palms were bruised and full of calluses.”The film’s lead role is played by Indrajith , who will be seen in two get-ups in the movie as a 30-year-old and a 55-year-old. On casting him, Bibin says, “This project is a sports-drama and while casting for lead actors now, people look for actors who have market value. Indraettan’s solo movies might not have fetched those yet but I was confident that he was perfect for our character. Once we started working, it was clear that we put our money on the right horse. He was willing to push himself for the role and performed remarkable while playing a spirited tug-of-war leader and also as a depressed man in the 50s who returns as a coach.”Physically too, Bibin says the actor had put in the effort to play the two phases of the character. “If we had more time, I am sure Indraettan would have been able to bring about a remarkable transformation for the character,” he says, adding that the original Aaha Neeloor ’s team captain Roy Neeloor had been on the sets to help with the team’s preparations for the sport.The team is currently looking for a Vishu release for the movie, which also has Ashwin K Kumar, Amith Chakalakkal and Santhy Balachandran in pivotal roles.",entertainment,"https://static.toiimg.com/thumb/msid-73481622,width-1070,height-580,overlay-toi_sw,pt-32,y_pad-40,resizemode-75,imgsize-116820/73481622.jpg",http://timesofindia.indiatimes.com//entertainment/malayalam/movies/news/indrajith-was-willing-to-push-himself-for-his-character-in-aaha/articleshow/73481622.cms
7,['22/01/2020'],Anurag Sharma and Nandini Gupta to tie the knot on January 31,"Anurag Sharma, who has been a part of shows like ' Pavitra Rishta ', ' Ye Hai Mohabbatein ' and 'Udaan', is all set to marry his long-time actress girlfriend Nandini Gupta on January 31. The wedding will be held in Delhi, Nandini’s hometown, and the baraat will travel from Prayagraj (Allahabad), Anurag’s hometown. The reception will be held a week later in Prayagraj. Anurag says, “Nandini and I have been living together since four years, after I proposed to her in February 2016. A few months ago, we felt that it was the right time to tie the knot and decided on the date. I think it’s a good idea to have a live-in relationship before getting married because that helps two people to know each other better.” Talking about Nandini, he says, “I am a quiet person. She is vivacious and completely opposite to me. I guess that’s what attracted me to her. We lived in the same area and used to bump into each other, and one day, I asked if she would come along with me to Siddhivinayak temple. So, that’s how it all began.”",tv,"https://static.toiimg.com/thumb/msid-73485934,width-1070,height-580,overlay-toi_sw,pt-32,y_pad-40,resizemode-75,imgsize-79344/73485934.jpg",http://timesofindia.indiatimes.com//tv/news/hindi/anurag-sharma-and-nandini-singh-to-tie-the-knot-on-january-31/articleshow/73486023.cms
8,['22/01/2020'],"Ravindra Jadeja is the apt ‘Mamba’ today, he strikes out of nowhere: Jonty Rhodes","During his most recent visit to Bengaluru for the Global Sports Injury Conclave, former South African cricketer Jonty Rhodes was in the mood to talk about a topic that has caught his fancy lately — Bollywood. While Gully Boy is apparently the first film he has “watched properly”, he spoke to us about films and even gave us a glimpse of what it is like to be the fielding coach for cricket teams year after year. Excerpts:I would probably pick Ravindra Jadeja. He is like a python, he strikes from nowhere. You don’t see him coming, and he runs effortlessly. If it is someone like me or even Suresh Raina, you can see us putting an effort; getting dirty, diving everywhere — but Jadeja doesn’t even look like he is raising a sweat. He doesn’t miss stumps and is so quick that he doesn’t have to dive. He is a phenomenal fielder for India. Manish Pandey is also great — he’s taken great catches in the boundary.Young commentators often talk about the time players spend in the gym and of good core strength, but on the field, every part of your body is working. It is good see that young Indian players are learning the importance of fielding and building their skills. For a long time, players were hesitant to give it their all because the state of some of the stadiums is worrisome. If you dive half-hearted, you are more prone to injury than you would be if you are fully committed.Actually, I am very embarrassed to say that Gully Boy is the first Bollywood movie I have watched properly despite my long association with the country. On an earlier occasion, I had watched a part of Bhaag Milkha Bhaag. I was part of the Mumbai IPL team then, and we were playing a match in Ahmedabad. Harbhajan Singh was with us, and he took us to his friend’s movie theatre — it was a compact screening theatre with 20 seats and half the squad came. However, there were no subtitles. So, by the intermission, Harbhajan told me, that I could go and that he didn’t expect me to stay on (chuckles).What I couldn’t understand in Bollywood was how in the middle of the movie, there was a song and a dance, and then they would immediately go back to fighting and punching each other. In that sense, Gully Boy was an easier acceptance. It is a song about music, dance and poetry woven into the movie. When I met Siddhant Chaturvedi (who plays MC Sher in the movie), a year ago, I heard the songs, and had not watched the movie. And I had really enjoyed it. I do believe that I haven’t done enough justice to discovering Bollywood. There has been more ignorance on my part, but I really, really enjoyed watching this movie.Strangely, getting on and off buses that take you to and from the stadium or airport, involves a bit of jostling around. For instance, when Sachin Tendulkar was playing for the Mumbai IPL team, a lot of effort would go into ensuring the crowd around was cleared before we could get the players on and off the bus. But other than that, decent cricket players have fairly good coordination. There are some clumsy guys, but fortunately, there have been no instances of slipping in the bathroom and falling over, or anything of that sort.Very often. After an entire season of coaching during a tournament, we then meet 10 months later at the start of a new season. But at that point, we have to start all over again, because the intensity of training during this gap has not been the same. Cricket is a game of habit, so we need to get to the basics and emphasise, to coaches and players alike, that maintaining one’s training intensity through the year is important. This is a message I have been trying to impart to players at the grass root level too.",life-style,"https://static.toiimg.com/thumb/msid-73484965,width-1070,height-580,overlay-toi_sw,pt-32,y_pad-40,resizemode-75,imgsize-175814/73484965.jpg",http://timesofindia.indiatimes.com//life-style/spotlight/ravindra-jadeja-is-the-apt-mamba-today-he-strikes-out-of-nowhere-jonty-rhodes/articleshow/73484965.cms
9,['22/01/2020'],Bigg Boss 13: Asim gets slammed by Bigg Boss for disobeying orders; Sidharth Shukla screams ‘I am not mad’,"Sidharth and Asim once again get into a verbal fight in front of Hina Khan during the BB Elite task. Their tussle leads to an ugly fight and Bigg Boss intervenes in between.They are summoned to the confession. Sidharth and Asim are first asked to behave like adults since just a few weeks are left. Bigg Boss is not happy to have called them twice in the room and warns them of severe consequences.Then Bigg Boss orders Asim to be in the Elite Club and Sidharth in the bedroom till the next announcement. Asim leaves the confession room and Sidharth stays back. Sidharth asks, ‘What if I beat him up, what would be the consequences?’ Bigg Boss tells him not to take any such step which he will regret later.Asim doesn’t go to the elite club and waits outside. As Sidharth gets to speak to Bigg Boss, Asim too, wants a chance. He comes inside and tells Bigg Boss that Sidharth needs anger management class and ‘serious counselling’. Bigg Boss annoyingly tells him nobody has asked for his suggestion and he is no one to tell what Bigg Boss needs to do.He reprimands Asim for not listening to his orders and staying back. Bigg Boss repeatedly tells Asim to go and sit in the Elite Club. Sidharth loses his cool and looks extremely frustrated. He also expresses his wish to quit the show. During his conversation with Bigg Boss Sidharth looks quite frustrated and says he is not mad to behave in such a way. He says, 'It looks like I am mad. I am not mad. If somebody sets a bar, I always raise it be it for good or bad."" Bigg Boss advises him to ignore Asim completely and not talk to him at all.",tv,"https://static.toiimg.com/thumb/msid-73500061,width-1070,height-580,overlay-toi_sw,pt-32,y_pad-40,resizemode-75,imgsize-815509/73500061.jpg",http://timesofindia.indiatimes.com//tv/news/hindi/bigg-boss-13-asim-gets-slammed-by-bigg-boss-for-disobeying-orders-sidharth-shukla-screams-i-am-not-mad/articleshow/73500079.cms
