,Date,Title,Content,Category,Image_link,Article_link
0,['9/01/2020'],"Yash's gala birthday bash: 5,700-kg cake, fireworks, 216-ft cut out","Kannada star Yash rang in his birthday on January 8 in a rocking way indeed. Several thousands of his fans thronged the Nandi Link Grounds, at Nayandahalli, for a gala midnight celebration, flanked a 216-foot cut out and a 5,700-kg cake. Yash turned up at the venue with his wife, actress Radhika Pandit , to greet and meet those who braved the winter night to wish their hero. The event was organised by Akhila Karnataka Rocking Star Yash Abhimanigala Sangha (R).Yash said, “Nanna preethiya annthammas. I have never given much importance to my birthday celebrations. Since my childhood, I had just one wish — I should not celebrate the fact that I was born, instead others should be happy on my birthday. Had I chosen another profession, I wonder if I would have got so much love and adulation. I feel blessed that I have chosen this path.”According to a source, people came in from Kerala Tamil Nadu , Telangana as well as different parts of Karnataka to get a glimpse of the actor and wish him. “Many even stayed overnight at the venue, so that they could interact with Yash and click photos with him,” the source added.A CAKE CUTTING LIKE NO OTHER: Yash and Radhika Pandit (above) were in awe of the 5,700 kg cake (right) made for Yash by fans. The enormous sweet treat, was one of the most-talked features of the celebration — the icing on the cake read, ‘Happy Birthday Yash Boss.’Amid the revellery, Yash also gave fans a sneak peek of his upcoming film, KGF: Chapter 2. He delivered a dialogue from the movie:“ Yenande? Ondu hejje itkondu bandhavanu anta heldya? Correct. Gadiyaradalli ondu ghante agbeku andre doddu mullu 60 hejje idbeku. Chikku mullu? Ondu hejje itre saaku. Naan hejje ittaagide, aatada range change aagide. Ninna haavu-yeni aatakke, mungusi ilidide. Inmelinda aa-territory nandu, ee-territory nindu annadella bitbidi. World is my territory.”",entertainment,"https://static.toiimg.com/thumb/msid-73157115,width-1070,height-580,overlay-toi_sw,pt-32,y_pad-40,resizemode-75,imgsize-173892/73157115.jpg",http://timesofindia.indiatimes.com//entertainment/kannada/movies/news/yashs-gala-birthday-bash-5700-kg-cake-fireworks-216-ft-cut-out/articleshow/73157115.cms
1,['9/01/2020'],‘It was a surreal experience when Thalaivar said ‘Chumma Kizhi’’,"It’s not always easy to both end a year and begin another one on a grand note. But for Anirudh , this has happened. It was a Chumma Kizhi year-end for the youngster, with his songs for Rajinikanth ’s Darbar making waves in December. And now he’s having a happening new year, with the AR Murugadoss directorial hitting screens today, making it his first release of 2020. In a chat with us, the musician talks about working with AR Murugadoss and the Superstar again, how he would never miss releasing a Valentine’s Day single and why he doesn’t hate any trends…I always follow my heart. Whichever song excited me as a fan is what I’ve locked on. There are a few signature sounds for Thalaivar which I included, like the ‘hey hey’ and the Superstar theme.Actually, Chumma Kizhi was the first time he recorded a line for the song. It was a surreal experience for all at the studio when he said those words.The one you saw at the end of the making-of video — ‘Super Ani. Idhu theatre-la Chumma Kizhi dhaan’ (by Rajinikanth).It does not curb a musician’s freedom at all, as our musicians are as good as foreign musicians, if not better. Yes, I did use the orchestra from abroad extensively in this film. But the allegation surprised me as I have used hundreds of our native musicians regularly, from 3 till now. I missed out on the last couple of times due to schedule and availability constraints. But I will continue to use our musicians in my future films.I enjoy every moment, every note, every chord that I produce. The love of my fans keeps me going and helps me raise the bar every time.I hope so (smiles). It’s a tradition which I won’t miss. I have a couple of songs ready, but I will decide which one to release, depending on my mental state on V-Day.One trend that I loved is that there are so many new composers and producers all over the world. Technology has made music so accessible and the reach that we all have all around the world is because of that. I don’t hate any trend at all. If it’s a trend, it’s what the people are enjoying and that’s what I want to enjoy as well.This year, I hope to spend more time with people that matter.",entertainment,"https://static.toiimg.com/thumb/msid-73157100,width-1070,height-580,overlay-toi_sw,pt-32,y_pad-40,resizemode-75,imgsize-1151877/73157100.jpg",http://timesofindia.indiatimes.com//entertainment/tamil/movies/news/it-was-a-surreal-experience-when-thalaivar-said-chumma-kizhi/articleshow/73157100.cms
2,['9/01/2020'],Ek Haan allows me to express my take on Manto: Shekhar Suman,"Film and television actor Shekhar Suman is set to take the stage in Bengaluru as Saadat Hasan Manto in Ek Haan — a Hindi-Urdu play set in the early 1950s. He will share the stage with actress-singer Suchitra Krishnamoorthi, who will be seen as a Kashmiri journalist, named Wazira. The storyline explores the life and writings of Manto through the eyes of Wazira, who follows him from India to Pakistan . The conversation between them forms the crux of the narrative, with the focus also being on some of Manto’s popular stories such as Toba Tek Singh , Kali Salwaar and Thanda Gosht . Excerpts from an interview with Shekhar…I have a lot of respect for the audiences in Bengaluru. They are well-read and very responsive. Ek Haan, like my previous play Ek Mulaqaat, has a fair amount of Urdu dialogues. But I am sure, it will be received well by the people here, as it has been in other cities of the country. The memories of my previous performances in this city are very rewarding.As a child, one is introduced to different literary works by their parents, and it was the same was in my case too. Manto’s works echoed the real stories of his time, punctuated with excellent wordplay. His stories, particularly Toba Tek Singh are Kali Salwaar, are extremely well-written. You realise how good a writer Manto was when you pick up a book written by him immediately after finishing one.I haven’t seen many plays or movies on Manto earlier, which, in a way, I feel, is good, as I wanted to have my own interpretation of the great writer, and not get influenced by anything that I have seen before. This play has given me the opportunity to express my take on Manto, and if my hard work pays off, then the audience will probably remember that. In a way, it is also a sort of revival — introducing Manto to people who are not acquainted with his works.Working with Suchitra has been a wonderful experience. She’s quite the perfectionist, who puts in a lot of effort towards the portrayal of the character she plays. Also, for Ek Haan, the dedication with which she has learnt Urdu is praise-worthy. The interaction between Manto and Wazira in the play is organic, realistic and hard-hitting.",entertainment,"https://static.toiimg.com/thumb/msid-73155852,width-1070,height-580,overlay-toi_sw,pt-32,y_pad-40,resizemode-75,imgsize-83642/73155852.jpg",http://timesofindia.indiatimes.com//entertainment/kannada/theatre/ek-haan-allows-me-to-express-my-take-on-manto-shekhar-suman/articleshow/73155821.cms
3,['9/01/2020'],‘I deliberately did not reveal Darbar’s plot in the trailer’,"The excitement is palpable as Darbar , starring Rajinikanth and Nayanthara releases today. Director AR Murugadoss tells us how it was working with the Superstar, and more…The perception of a cop has changed over the years. Earlier, one would expect a cop to be bulky — but today, cops are expected to be fit. Rajini sir’s lean body and style suits today’s perception of a cop. Though he has done Moondru Mugam, Anbukku Naan Adimai and Hum, Darbar has him presented in a different manner. Initially, I wanted Rajini sir to play a retired cop. But after seeing him in Petta, I thought of presenting him as a young cop. The story, however, is the same as the original.I was a bit nervous in the first few days, I felt like this was my first movie. Later, I overcame the nervousness, but I was excited. I had certain expectations about how he would perform and deliver his dialogues. But to my surprise, he came up with different modulations for some of the dialogues. He would pause at unexpected places, turn back at some instances, and then laugh… I had a great time looking at him enacting the scenes I had written for him.Santosh sir works at a fast pace — this makes us more professional. He is an expert in maintaining the mood of a scene with his lighting pattern. For example, we are in the middle of shooting an emotional scene, and we take a break and return to complete the scene; the expression or the body language of the artiste may change without his/her knowledge. But Santosh sir knows how to correct it with lighting, and it is magical. Similarly, Anirudh is someone who keeps coming up with tunes even after you say enough. There was one song which I had already shot, but I asked him for another tune, and he gave it immediately, and we shot it again.As the film has a Mumbai backdrop, I needed an antagonist from there. I met him, and felt he would suit the role. He had a ponytail when I met him and that has been retained in the movie; also, his inclusion has made the film a pan-India project.It’s almost impossible to shoot a Rajini film in Tamil Nadu, also, since it’s a cop flick, we needed some real locations. Mumbai has an ultra-modern look on one side, and slum on the other side. It is the only city which has that contrasting ambience. Plus, I’m familiar with the city and it is a shooting-friendly place.Whenever my films’ trailers release, some controversies and rumours crop up — it’s as if some people are just waiting to criticise my film when it is about to release. So, this time, I decided not to encourage them.This is not a message-oriented film; it is a cop thriller which has lot more than action, heroism and gunshots. It also has emotional scenes. I have ensured that the fun element that’s there in Rajini sir’s films is retained.",entertainment,"https://static.toiimg.com/thumb/msid-73156978,width-1070,height-580,overlay-toi_sw,pt-32,y_pad-40,resizemode-75,imgsize-1274349/73156978.jpg",http://timesofindia.indiatimes.com//entertainment/tamil/movies/news/i-deliberately-did-not-reveal-darbars-plot-in-the-trailer/articleshow/73156978.cms
4,['9/01/2020'],Kalyani: People need to see more of me to know what I am capable of,"While Kalyani Priyadarshan made her debut with the Telugu film Hello more than two years ago, she has waited for her first leading role in her mother tongue, Malayalam. The reason, she says, had a lot to do with what her parents, Priyadarshan and Lissy , have accomplished in the industry. But her upcoming film Varane Avashyamund , directed by Anoop Sathyan and has Dulquer Salmaan , Suresh Gopi and Shobana as part of the cast, made it “well worth the wait”.The actress, who is also part of Marakkar: Arabikadalinte Simham and Vineeth Sreenivasan’s Hridyam this year, tells us about working in Varane Avashyamund, meeting Dulquer for the time and more.My favourite character has always been Karthumbi (Shobana’s role in Thenmavin Kombathu) and so, I have been a huge fan of hers. I grew up seeing her at our house. As a fangirl, however, there’s a difference between knowing her and watching her act. It was a big deal for me. On the first day, there was a retake and to maintain continuity, people were checking the monitors for the previous scene. But ma’am said, ‘I know what I did. I have worked without monitors all these years. If you guys want to have a check, go ahead’. She is that good. There’s no way I can do something like that. But, between action and cut is the only time she works; otherwise she’s like a child on the sets.Suresh Gopi sir was also fun to work with. He was very chilled to talk to and gives many inputs. He loves amma and kept telling me funny stories about her that I never knew.I grew up with Pranav. He and I have been best friends for the longest time. In fact, I introduce him to people as my cousin. That’s been our bond since childhood. We used to spend our holidays together. So, working with him was really comfortable and easy. I never went in expecting anything new, because I already knew him so well.But working with Dulquer was an opposite experience. The first words he ever said to me was on the day of this film’s pooja and it was, ‘Finally, we meet’. That was the first time we were properly meeting. I have never interacted with him before. There might have been a chance that we have seen each other in a film wedding or function as kids. I have known his wife (Amal Sufiya) but Dulquer was never part of my circle. I am close to the children of acha’s friends’. So, it was nice meeting Dulquer and getting to know him.A lot. I think any mother-daughter duo who argues would relate to their story. I think that’s what I liked about the character. You bond not just through love, but also through tiffs and the fun you share. The movie is not just about their bond though, there’s a lot else happening too.This team felt more like family. Despite Sathyan (Anthikad) uncle being someone whom I have met so many times in life as he and acha are close friends, I met Anoopetta for the first time when he came to narrate the story to me. I loved it and I immediately agreed to do it.The whole film takes place in a very small bubble, of these people’s lives. All of us started living in that bubble during the shoot. One of the first things that even Dulquer told me was, ‘Do you know why I think this film is special and it would work? Because the world he (Anoop) creates is small, but nice. I think the people that watch the film will feel like they want to be part of this small world’. We all felt it was true.I think people need to see more of me to know what I am capable of. In fact, that’s the reason I am excited about Varane Avashyamund, because the role I am playing is not something I have done before. And yet it’s still more me than the other characters I have played. I am really waiting for people to see this and tell me what they think because this is something that will show my potential a little bit more. I am excited about that.A lot of it has to do with the pressure of being my parents’ daughter. When I did a Malayalam movie, I wanted to be at a space where I was a bit more confident as an actor and at the same time, I wanted it to be a struggle as well. Sometimes, when you watch something, you ask, ‘Why did she do this role? There’s nothing for her to do’. I didn’t want that to happen. Acha spent almost 40 years making a name in the industry and I was scared that in just one film I could bring all that down. Though a newcomer, the pressures of everything they have done will be on me. I didn’t want that. So, I took a long time to decide which film to start with. But this movie is worth the wait.I did and acha was the happiest. For him, it is all about how positive he feels about a film. He said, ‘The people who are in the film are here for the right reasons. They are all smart and talented. This is best place for you, not just to be but to learn too’. Acha wants me to learn the right way, because he believes if you learn it wrong, it’s hard to unlearn. He also believes so much in Anoopetta’s ability, not because of who his dad is, but because of who he is and what he has done. I have learnt so much from him and it’s the same with Dulquer. He is the co-star I have learnt the most from. In fact, there were a lot of times when I felt unsure about my performance and a talk with him would help me understand and be okay with what I have done. He is that sort of person. Working with him and Shobana ma’am taught me a lot.Because I grew up in Chennai, I am more comfortable in Tamil. I think I probably would have watched slightly more Tamil movies than Malayalam films. So, it’s a language I am in touch with and it’s very special to be part of the Tamil film industry because I grew up watching the films. I am happy with the projects I have got so far and I am hoping I can be part of good projects in the future too.",entertainment,"https://static.toiimg.com/thumb/msid-73154509,width-1070,height-580,overlay-toi_sw,pt-32,y_pad-40,resizemode-75,imgsize-66293/73154509.jpg",http://timesofindia.indiatimes.com//entertainment/malayalam/movies/news/kalyani-people-need-to-see-more-of-me-to-know-what-i-am-capable-of/articleshow/73154509.cms
5,['9/01/2020'],Sunil Chhetri: I'm really greedy when it comes to goals,"Bengaluru FC (BFC) and India team captain Sunil Chhetri has had a great start to 2020, what with him scoring two goals against FC Goa in his club team’s first match of the year. For a while now, Chhetri has consistently been the top scorer and is among the top 10 players who have scored the most international goals. Not surprising, considering that the ace footballer says that the one thing he is greedy for on the field is scoring goals, adding that he has been fortunate to be a part of teams that have always stood by him and helped him achieve these feats. Excerpts...That’s a difficult question to answer. I have never ever had a long-term plan or a target. I just think about the next 10 days of training or the next game. If I were to summarise it in a holistic way, I just want to do better as a player and for BFC to improve as a team. I sincerely want BFC to win the league and qualify to the Champions League. But in this quest, we’re going to take one game at a time, which is my personal mantra as well. On a personal note, being more calm is another goal that I am looking at achieving.It is amazing; it is second to none in the entire country right now. We might not be there in terms of numbers, but the voice, passion and innovation that the fans bring to the table is amazing. The growth in the past six years has been tremendous. We have grown in terms of quality and depth. The fans are very important to our club and I know that they are aware of this. On behalf of the team, I’d say that the fans have played an important part in getting the club to where we are now.The stadium is very close to our hearts. When we got to know that there was a chance that we might not be able to play at the stadium any more, every one of us was really sad. We’re relieved and grateful that we got the stadium and I hope it stays this way. I know there are a lot of things involved in it and I don’t want to comment on that. But, as a team and a player, there are some amazing memories attached to the stadium and we are not done yet. We have to make a lot more memories on home ground. This is why the stadium is very important.It is beautiful. As the national captain, I think it is very heartwarming. It delights me when fans from other regions come to our homeground at Kanteerava Stadium or our fans travel with us elsewhere. This is a very important part of football growing in the country. It is not easy as far as the kind of time, money or interest that fans spend on their teams are concerned, but this kind of passion will go a long way in promoting the sport. Recently, when we played FC Goa, the fans there had their own banners and were very loud, making sure their appreciation was noted. I’m glad that the fans are taking the right strides in improving the popularity of the sport in the country.The secret is that I play for really good sides, by which I mean both BFC and the national team. I am a part of teams in which the players really help me get to the opportunities to score. I’ve said this before, I’m only the one who gets the cherry on top. People work really hard for me to get those chances. I’m not trying to be modest; I’m just being honest. In the last six years, I’ve been the highest scorer for the club, but that is only because of the team work involved in getting those chances.As far as those comparisons, I don’t pay any heed to them. It is not realistic. I am just happy that I score goals for my club and the country. I’m really greedy when it comes to goals. Every game that I play, irrespective of who it is against or where the game is being played, I always try to score well. Eventually, when I do score and the team gets three points because of that, it is very satisfying. Even though I don’t have a set number of goals in mind, when I start a season, I always give myself the best chance to score.To be with my family — sleep, snore and chit chatThat I love themFoodThere are 1,000 things. Right now, two plates full of rice and rajma from my mother is what I am missingTo surround myself with the best people and I’m blessed in that regardLaughsTrying to be right on the edge and feeling the buzzIt keeps changing. I try and learn from many different athletes. One name that comes to my mind right now is Cristiano Ronaldo. He inspires me. In a world where everyone knows Messi is more talented, Ronaldo’s dedication and hard work to compete with him is unbelievable",life-style,"https://static.toiimg.com/thumb/msid-73157767,width-1070,height-580,overlay-toi_sw,pt-32,y_pad-40,resizemode-75,imgsize-170276/73157767.jpg",http://timesofindia.indiatimes.com//life-style/spotlight/sunil-chhetri-im-really-greedy-when-it-comes-to-goals/articleshow/73156744.cms
6,['9/01/2020'],Bigg Boss Kannada taught me to take a stand and raise my voice: Chandana,"The latest contestant to be evicted from the Bigg Boss Kannada house, actress Chandana Ananthakrishna was one of the most non-controversial on the show this season. Chandana, who spent 12 weeks in the house, tells us, “Honestly, I didn’t think I would last this long in the house. I had given myself five or maybe eight weeks at the most, going by the competition. I am really grateful to the people who supported me in my journey on the show.” The idea behind taking part in this season of Bigg Boss Kannada, says Chandana, was to give audiences a glimpse of her real self as well as her other talents. “People know me as a television actress, I wanted to show them that I have a bunch of other talents, which came to the fore during the various tasks that we had to do on the show. In fact, I did very well when I was the captain of the house. The show helped me showcase a different side of my personality,” she says.Her biggest takeaway from the stint, says Chandana, is that she learnt to take decisions and stick by them. “It doesn’t matter whether people like your opinion or not, it is up to you to take a stand and raise your voice whenever there is a need, especially against social injustices,” she says, adding that her fondest memories from the house include the morning wake up call, having a microphone on at all times and the time when Sudeep hugged her.Throughout her stay, Chandana always had smile on her face, irrespective of the mood in the house. “My smile is god’s gift to me. I believe that every problem can be solved with a smile; there is no need to shout at anyone. This is not something I adopted for the show. In fact, even at home, I am not known to lose my temper,” she says. Despite her affable nature, the actress was criticised for being close only to Shine Shetty and Vasuki Vaibhav. “The three of us share a great rapport, owing to our love for music, among other things. We used to sing songs and discuss music whenever we were free, which helped us bond. I don’t think we resorted to groupism in the house to harm other contestants,” she adds.Priyanka, because I don’t think she has been honest in her dealings in the house. During her captaincy stint, she took some biaseddecisions, which is why I decided to nominate her.Vasuki is the strongest contender to win the show. He entertains by composing songs, and is focused while doing tasks, which makes him the best bet to emerge victorious.",tv,"https://static.toiimg.com/thumb/msid-73156004,width-1070,height-580,overlay-toi_sw,pt-32,y_pad-40,resizemode-75,imgsize-170357/73156004.jpg",http://timesofindia.indiatimes.com//tv/news/kannada/bigg-boss-kannada-taught-me-to-take-a-stand-and-raise-my-voice-chandana/articleshow/73155969.cms
7,['9/01/2020'],Ajay Singh Chaudhary: It is important that the content on TV gets better,"After missing from television for two years, actor Ajay Singh Chaudhary, who has been a part of shows like 'Phulwa', ' Uttaran ' and ' Rishton Ka Chakravyuh ', is all set to debut in the historical genre. He will play the negative lead in ' Tenali Rama '.Confirming the news, Ajay said, “I felt that it was time now to explore my talent in a historical/mythological genre. Mytho or historical characters have a powerful reach as Indian audiences love them. I have always been part of social dramas and enjoyed playing real characters on screen. I felt there was a greater challenge lying in those characters than playing larger-than-life characters in mythological or historical shows. But, in the past few years I feel that though the content in social dramas is really good; every TV show starts with a great promise, the track or the characters. somewhere get lost as time progresses. This does not mean that social dramas are not good. ”Ajay was last seen playing the role of a father ('Rishton Ka Chakravyuh'), who does not love his own daughter. He said, “'=Rishton' had a good concept. It was a modern version of Mahabharat and every actor brought something to the table. However, as time progressed, the characters and story lost its steam. It stopped abruptly without a defined ending and that was disappointing.”Observing that high-quality content is ruling other platforms, Ajay said that television should also experiment with its content. He shares, “Now, actors have more options to explore their talent. Bollywood filmmakers are interested in making shows on other platforms. So, it is important that the content on social dramas as well as historical shows gets better on TV.”On the personal front, Ajay is married to actress Jyoti Makker, and they have a daughter, Jiyana. Jyoti quit acting after she became a mother in 2013. Ask Ajay about it and he says, “It was Jyoti’s decision to be a hands-on mother.”On her part, Jyoti adds, “I did not want to miss out on my daughter’s childhood, but I have started missing my work. Jiyana is a little older now and I am looking forward to working in TV shows.”",tv,"https://static.toiimg.com/thumb/msid-73155264,width-1070,height-580,overlay-toi_sw,pt-32,y_pad-40,resizemode-75,imgsize-59342/73155264.jpg",http://timesofindia.indiatimes.com//tv/news/hindi/ajay-singh-chaudhary-it-is-important-that-the-content-on-tv-gets-better/articleshow/73155300.cms
8,['9/01/2020'],Big sports events today,"This story is from January 9, 2020

PV Sindhu. (Getty Images)",sports,"https://static.toiimg.com/thumb/msid-73161670,width-1070,height-580,imgsize-468617,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",http://timesofindia.indiatimes.com//sports/more-sports/others/big-sports-events-today/articleshow/73161669.cms
9,['9/01/2020'],Indian Super League loses its only marquee player,"This story is from January 9, 2020

Margao: NorthEast United FC have been dealt a huge blow with news that their star player Asamoah Gyan will have no further role to play in the Indian Super League ( ISL ).

Gyan, the only marquee player in this edition of the ISL, is understood to have picked up a grade 2 injury in training last week and has been ruled out for rest of the season.

According to team sources, NorthEast’s leading goal-scorer will need a minimum of eight weeks to recover, and by that time the ISL would be over.

“Yes, Gyan is injured unfortunately. He cannot play. It’s finished for him and I think in one or two days, we will have two new players,” said NorthEast United coach Robert Jarni after his side lost 0-2 against FC Goa at Fatorda on Wednesday.

A legend in Africa, the Ghanaian has featured in a record four World Cups and remains the highest scorer from Africa in the tournament's history with six goals.

With Gyan injured, Maximiliano Barreiro returning home due to family emergencies and Panagiotis Triadis contracted only till December – before Frederico Gallego filled the void – coach Jarni didn’t have much of a choice as he fielded four foreign players and pulled out Gallego in the second session to leave NorthEast with only three internationals.

Team sources said at least one new foreign player will be in Goa on Thursday itself.

",goa,"https://static.toiimg.com/thumb/msid-47529300,width-1070,height-580,imgsize-110164,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",http://timesofindia.indiatimes.com//city/goa/indian-super-league-loses-its-only-marquee-player/articleshow/73163484.cms
