,Date,Title,Content,Category,Image_link,Article_link
0,['6/02/2020'],Rakshit Shetty and Charlie take a ride together in scenic Goa,"Actor Rakshit Shetty has resumed shoot for the Kiranraj K directorial,. The filming commenced earlier this week in Goa, and the movie team has shared a heart-warming picture of Rakshit riding a motorcycle, while Charlie accompanies him in the sidecar, as they soak in the sylvan locales of the state. “This part of the shoot concentrates on Dharma (Rakshit’s character in the film ), who goes out on a road trip to North India. A montage song unveils the emotions that Dharma feels, along with some adventure thrown in. And Goa is where it all begins,” says Kiranraj. The road trip is also about Dharma bonding with Charlie. “We shot some beautiful sequences against the coconut-fringed backgrounds in the by-lanes of Parra and the scenic beach of Arambol. Each of these locations evoke specific emotions in you and add further depth to our story,” the director sums up.",entertainment,"https://static.toiimg.com/thumb/msid-73959727,width-1070,height-580,overlay-toi_sw,pt-32,y_pad-40,resizemode-75,imgsize-1279921/73959727.jpg",http://timesofindia.indiatimes.com//entertainment/kannada/movies/rakshit-shetty-and-charlie-take-a-ride-together-in-scenic-goa/articleshow/73959759.cms
1,['6/02/2020'],Malgudi Days is about real-life experiences: K Rathnakar Kamath,"After finding their footing in Tulu cinema with the 2018 film, Appe Teacher, the team behind it is taking a plunge in Sandalwood with Vijay Raghavendra-starrer Malgudi Days. Backed by Swayam Prabha Entertainment and Productions , the upcoming Kannada film is touted as a no-frills, content-oriented project.“After months of brainstorming, we decided to work on a film that brought out stories from two different generations. The narrative focuses on people’s life experiences, with the aim to create a sense of nostalgia among the audience. We wanted to keep the story relatable and not much indulge in artistic pursuits,” says producer K Rathnakar Kamath , adding, “We have received a lot of support from filmmaker Chinne Gowda sir throughout our journey. He was also instrumental in getting Vijay on board, who is the protagonist in the film.”",entertainment,"https://static.toiimg.com/thumb/msid-73961750,width-1070,height-580,overlay-toi_sw,pt-32,y_pad-40,resizemode-75,imgsize-145340/73961750.jpg",http://timesofindia.indiatimes.com//entertainment/kannada/movies/news/malgudi-days-is-about-real-life-experiences-k-rathnakar-kamath/articleshow/73961750.cms
2,['6/02/2020'],Yashasvi Jaiswal is Indian cricket’s new poster boy,"Yashasvi hails from Uttar Pradesh, where he was born into a family that owned a small hardware store.

It was his interest in cricket that made him move to Mumbai when he was just 10 years old. He lived in a tent and took up odd jobs, including selling Pani Puri, to save up enough money for his cricket training.

He first came under the spotlight in 2015, when he scored a triple century and took 13 wickets in a record-breaking feat in a school tournament.

Following that, he found a place for himself in the Mumbai Ranji Team as well as the India Under-19 Team.

Yashasvi has also bagged a plum contract from the Rajasthan team in IPL, where he was bought for over Rs 2 crore.

On Tuesday, he became not just the highest run-scorer in the Under-19 World Cup, but also the second Indian batsman to score a century against Pakistan in the history of the tournament.

On Tuesday, the Indian Under-19 team beat team Pakistan to enter the finals of the Under-19 World Cup. This win was extra special as the Indian openers led the team to a 10-wicket victory. Yashasvi Jaiswal, who currently plays for Mumbai in Ranji Trophy, won the hearts of cricket lovers by scoring a century. But that’s not all about the young sportsman. His has been an inspiring journey so far…- Compiled by Sunayana.Suresh@timesgroup.com",life-style,"https://static.toiimg.com/thumb/msid-73959480,width-1070,height-580,overlay-toi_sw,pt-32,y_pad-40,resizemode-75,imgsize-122356/73959480.jpg",http://timesofindia.indiatimes.com//life-style/spotlight/yashasvi-jaiswal-is-indian-crickets-new-poster-boy/articleshow/73959312.cms
3,['6/02/2020'],Stressed while watching the news? Could be compassion fatigue,"“Guys, keep sharing, keep posting!” “Are you seeing this?”“What the F***”“cannot. even.”“sigh”~ No posts to show ~These lines (above) often float on our social media feeds and most of us inadvertently end up reading them all. The intention behind this, in most cases, is to evoke empathy. But, in reality, many people are falling prey to compassion fatigue. The horrifying world events and the subsequent news updates that follow are making us either numb or too tired to respond. ‘Secondary traumatic stress’ is, thus, a real concern. The term compassion fatigue is associated with burnout often experienced by those are consuming news 24X7. American writer-comedian Hasan Minhaj spoke about it recently on his show, saying, “We are exposed to all the news, all the time, which makes us feel like we have to care about everything, all the time.” This has put the focus back on compassion fatigue...We’re exposed to all the news all the time, which makes us feel like we have to care about everything all the time... But we can’t possibly care about all of them all the time. There’s even a word for it — compassion fatigue. It’s like we have 50 tabs open in our mental browsers. And we’re about to crash — something’s got to change— Hasan Minhaj, comedianFor 2020: Give yourself a break. Just pick a couple of things to not care about for your sanity. I’m not saying shut down your browser. Just close a couple of tabs.... Especially if it helps you double down on the issues that really matter to you54% of Indians use social media for news updates. This includes 49% of 18 to 25-year-olds, 55% of 26 to 33-year-olds and 58% of 34 to 45-year-olds21% of people constantly feel the urge to stay updated, which is one of the major reasons Indians do not log off from social media accounts. This is followed by the fear of missing work-related communication (12%), to stay active on social media all the time (10%) and to stay connected with friends (9%)*Source: A study conducted by a research and consulting firm and a Chinese smartphone companyUsually, news updates on social media are followed by a fair amount of viewpoints. But with no one around to cross-check this information, what people eventually end up believing in might be way different from ground reality, says filmmaker-activist Kavitha Lankesh. “When you have a face-to-face interaction with someone, you will always have a better and holistic understanding of the issues that you wish to discuss online. Having said that, news alerts may still remain disturbing and fatiguing for many,” she explains.Again, there are times when one feels that a worthy cause is not being discussed enough. “So, one needs to keep going, both online or offline. For instance, if Greta Thunberg had not demonstrated every Friday in front of her school, a global movement on climate change awareness would not have taken place,” she says.People who have a huge follower base on social media should be more judicious about what they post on their pages, according to social media influencer Yamini U. “Some influencers avoid posting about or commenting on burning issues, as they fear losing their followers. But when you have an audience that pays attention to what you say, it is important to speak up,” explains Yamini, stressing the need to do a thorough research before posting anything online.One also needs to ensure that they don’t get emotionally strained while trying to prove a point, she adds. “If you are popular on social media, your followers’ expectations and peer pressure can prove stressful at times. So, it’s important to maintain the balance without affecting your own well-being,” she says.People who are in the public eye are expected to be up-to-date with current issues, and also respond to them from time to time. This, however, can be very taxing, says actor Gulshan Devaiah. “One is constantly expected to be vocal about his/her take on issues concerning the world. But actors have other things to do as well. They also have their personal lives to attend to. One should not succumb to such pressure and share posts on social media just to prove a point. I speak up only when I want to lend my voice to a cause that needs steam, or when I have a genuine opinion to share,” he explains.“Choose causes that you want to support and set realistic goals when working towards them. Setting the bar too high will lead to disappointment and guilt when goals are not achieved,” says Vikram Prabhu, mental health expert. Although compassion fatigue has come under the radar now, mostly after people started complaining about stress due to 24x7 news consumption, this has always been an occupational hazard for caregivers. “Doctors, for instance, are constantly involved in caring for people, and despite being trained to deal with the same, their work can take a toll on them,” says Vikram.",life-style,"https://static.toiimg.com/thumb/msid-73961828,width-1070,height-580,overlay-toi_sw,pt-32,y_pad-40,resizemode-75,imgsize-137757/73961828.jpg",http://timesofindia.indiatimes.com//life-style/spotlight/stressed-while-watching-the-news-could-be-compassion-fatigue/articleshow/73961828.cms
4,['6/02/2020'],Sudha and team set three Guinness Records in a day,"February 2 was a Guinness Records day for feted Carnatic singer, Padma Bhushan Sudha Raghunathan . “It was an idea mooted by a television channel devoted to classical music and dance, and their trust,” she begins to tell us about it.“The founder, saxophone exponent ER Janardhan (fondly called Saxophone Janardhan), was the brain behind this initiative. He wanted to do something different for popularising Carnatic music , and for the community, for the state’s art and culture. Initially, it was a working idea, and we got in touch with the Guinness officials, but finally, it all came together beautifully, in the form of music and dance, and we managed to set three Guinness Records in one day! The officials from London came, and certified the records we set,” adds Sudha.What it was: A mega event at the Ramachandra Convention Centre in Thiruvanmiyur that “underlines the reason why Chennai has been hailed as the Heritage Hub for fine Arts by the UNESCO”, in Sudha’s words.What happened: A hat-trick of setting records in the Guinness Book of World Records. “We feel proud, it’s a great thing to have achieved,” says Sudha.The records setThe largest Carnatic band — a performance by 700 singers, musicians and instrumentalistsThe largest Kuchipudi dance lesson — with 1,183 Kuchipudi dancersThe largest Bharatanatyam dance lesson — with 436 Bharatanatyam dancers dancing in sync at one go",entertainment,"https://static.toiimg.com/thumb/msid-73962831,width-1070,height-580,overlay-toi_sw,pt-32,y_pad-40,resizemode-75,imgsize-1214094/73962831.jpg",http://timesofindia.indiatimes.com//entertainment/tamil/music/sudha-and-team-set-three-guinness-records-in-a-day/articleshow/73962831.cms
5,['6/02/2020'],"Get Fit with Nakkhul: Fitness is about a lifestyle and not just six-pack abs, says Nakkhul","Favourite workout: Strength training and leg workout

Strength training and leg workout Guilty pleasure food: Biryani and sweets. But since my wife Sruti is a baker, the temptation is tougher to overcome (laughs).

Biryani and sweets. But since my wife Sruti is a baker, the temptation is tougher to overcome (laughs). Best food alternatives: Keto desserts

Keto desserts A workout pet-peeve: I am still very scared of yoga. It is easy to do a few sets in the gym, but it is tough to hold a pose. It is like being calm in the storm.

I am still very scared of yoga. It is easy to do a few sets in the gym, but it is tough to hold a pose. It is like being calm in the storm. Strict no-nos: Overdoing cardio and aerated drinks

Actor Nakkhul ’s physical transformation is arguably one of the most heartening glow ups the Tamil film industry has seen. From a size 42 in the 2000s, the actor now rocks a size 32. Ask what fitness means to him, and the actor responds with an answer that is as interesting as his journey. “Working out at the gym is almost meditative for me. I go into a zen mode whenever I begin exercising,” the actor says as we pulled him aside for a chat in the middle of his Sunday afternoon workout.The actor, who believes in inch-loss over weight-loss, explains how his perspective about fitness has changed over the years. “For Kaadhalil Vizhindhen, I had to lose ten kilos. But I lost it in a stupid, brash way. I reduced intake of calories and carbs and focused a lot on cardio, which was not ideal. Metabolism crashes are not good. Back then, we did not have the kind of exposure we have today. Now, everything is detailed on the internet. If I, the laziest person on the planet can do it, anybody can,” the actor says with a laugh. Here’s his routine...While dieting and fasting methods might work for a few, it is important to understand that it might end up causing metabolism crashes and even disorders in rare cases. “I would recommend taking up diets that you can follow for life and not just for three months just to take that nice photo and put it on the ’Gram. Because you would be back to square one soon. It is bad for the system. Priorities are important. People should not set unrealistic goals by looking at the bodies of Instagrammers. Fitness is about a lifestyle and not just six-pack abs,” Nakkhul notes.Nakkhul calls himself a glorious gourmet and his ‘Joey Tribbiani’ tee rests his case. “Back then, my food pattern used to be a big bhel puri of things (laughs). But now, I try to eat a very balanced meal. I prefer vegetarian food, which is deviod of any masala. I am also trying to include simple, fibrous food in my diet. It is all about eating sans calorie — you put in more energy, you burn more energy. A lot of people fail to realise that fitness is about 20 per cent gym and 80 per cent nutrition,” he explains.Many women might diss weight training fearing bulkiness. But weights are the way to go, the actor informs. “Athletes do cardio because it is their profession. But weights build muscle and challenge your body. Women think they become bulky if they workout with weights. But they won’t. Run for 10 minutes on the treadmill and do a weighted squat for 10 minutes. The latter is going to make your heart race, making the calorie-burn more effective. Protein-binging is another trend that people catch on to, which is bad. Everything should be done with moderation,” he says.",entertainment,"https://static.toiimg.com/thumb/msid-73962681,width-1070,height-580,overlay-toi_sw,pt-32,y_pad-40,resizemode-75,imgsize-1507070/73962681.jpg",http://timesofindia.indiatimes.com//entertainment/tamil/movies/news/get-fit-with-nakkhul-fitness-is-about-a-lifestyle-and-not-just-six-pack-abs-says-nakkhul/articleshow/73962681.cms
6,['6/02/2020'],"Dabbawalas, Gateway of India, Old Lady’s shoe recreated at flower show","Mumbai’s annual flower show, which took place between January 31 to February 5, turned out to be a big hit with Mumbaikars. A Brihanmumbai Municipal Corporation 's (BMC) initiative, the flower show in its 25th year was held at Veer Mata Jijabai Bhosale Udyan and Zoo, aka the Byculla Zoo. People from all over the city, including celebs from the television and film world were spotted at the show. These include Raveena Tandon , Shreyas Talpade, Padmini Kolhapure, Varsha Usgaonkar, Shivaji Satam , who were spotted at the flower exhibition.Since the theme was centred around Mumbai, the city’s historical monuments and symbols — like the Old Woman’s Shoe from Hanging Gardens, trams, double deckers and butterflies — were recreated through fresh and colourful floral installations. It also paid an ode to the iconic dabbawalas by depicting a man carrying a rack of dabbas; it was made of beautiful white flowers. The event got a patriotic tinge with the flower installation of the Gateway of India, which was made of orange and white flowers and green plants. The exhibition also featured 25,000 species of shrubs, flowering plants, fruit-bearing trees, bonsai trees, exotic vegetables and spice shrubs.",entertainment,"https://static.toiimg.com/thumb/msid-73961351,width-1070,height-580,overlay-toi_sw,pt-32,y_pad-40,resizemode-75,imgsize-155040/73961351.jpg",http://timesofindia.indiatimes.com//entertainment/events/mumbai/dabbawalas-gateway-of-india-old-ladys-shoe-recreated-at-flower-show/articleshow/73961378.cms
7,['6/02/2020'],Biopic on Murthys to be in Kannada too,"Murthy

Sudha

Murthy

Sudha

murthy

Filmmaker Ashwiny Iyer Tiwary recently revealed that her upcoming biopic on Bengaluru's tech entrepreneur-philanthropist couple, NR NarayanaandMurty, will be made as a trilingual film, in Kannada , Hindi and Tamil. When we contacted her, the filmmaker said that while she is thrilled to begin work on this film, it is too early to disclose more, as the team is still working on the final draft of the script. She added that she will be making further announcements about the film once the final script is locked and the casting choices have been made. In her social media post, Ashwiny wrote, “Every once in a while we get opportunities that are beyond the art of storytelling. I am blessed to be telling Mr Narayanaand MrsMurty’s story through cinema. Because I feel making movies is a way of strengthening my belief in humanity and self growth adding value to society. #in Hindi, Tamil & Kannada. (sic)”",entertainment,"https://static.toiimg.com/thumb/msid-73959113,width-1070,height-580,overlay-toi_sw,pt-32,y_pad-40,resizemode-75,imgsize-161805/73959113.jpg",http://timesofindia.indiatimes.com//entertainment/kannada/movies/biopic-on-murthys-to-be-in-kannada-too/articleshow/73959121.cms
8,['6/02/2020'],suni: A birthday treat for Sharan’s fans,"Director Suni ’s first film with Sharan, Avatara Purusha , has evoked curiosity among audiences, right from the announcement of their collaboration and the title. And today, the filmmaker is ready to give audiences a sneak peek into the film with the first teaser launch, which coincides with leading man Sharan’s birthday. Moments before he took off on his annual temple visit ritual for his big day, Sharan said that the highlight of the teaser is that it marries multiple factors. “Producer Pushkara Mallikarjunaiah ’s production values, Suni’s classic style of filmmaking and Sharan’s brand of comedy have come together in a story that is set in the backdrop of black magic. This kind of cinema is a first for me, and the teaser will give audiences an idea of what to expect when the film hits theatres in the summer,” said the actor.",entertainment,"https://static.toiimg.com/thumb/msid-73961243,width-1070,height-580,overlay-toi_sw,pt-32,y_pad-40,resizemode-75,imgsize-355140/73961243.jpg",http://timesofindia.indiatimes.com//entertainment/kannada/movies/news/a-birthday-treat-for-sharans-fans/articleshow/73961243.cms
9,['6/02/2020'],Shoot at Site: The making of Thalaivi,"The world inside the set of Thalaivi in Prasad Labs is very different from the one outside. It, in fact, belongs to a different time period — the glorious 80s. The roofs are lit up with chandeliers, there’s a flower-patterned stage in the middle, with installations of peacocks adorning the sides. There are small pools filled with water, and wax flowers are floating on them. At least 100 dancers, clad in pristine white, are sitting on the steps surrounding the stage. There’s a lot of hustle and bustle — director Vijay and cinematographer Vishal Vittal are working out the camera angle, choreographer Gayathri Raghuram and her assistants are planning the next moves, and a few of the crew assistants are cleaning up the stage for the next shot. Amidst this hullabaloo is Kangana Ranaut , seated on a chair, dressed in a rich red-and-green ensemble.Kangana has drowned out all the sound except for the lines of the song, composed by GV Prakash, that she had learnt by heart. It’s a classical song, and is being shot in Tamil and Hindi one after the other. The shot is called for, and Kangana, as J Jayalalithaa, took to the stage. She isn’t hesitant to ask for multiple takes — after all, the idea is to give a perfect shot.And when the team finally took a break to set up the next sequence, we spoke to them about what it takes to make a biopic on one of the most celebrated actresses and politicians...The film is set in different time periods and it allows me to play with lights. The kind of lights I use for the 60s will be different from the ones I’ll use for the 80s. I can get to show the glamour of the film industry and also the rawness of the political scenario. I have also shot some black and white recreations.— Vishal Vittal, cinematographerWe all know Amma was a good classical dancer. Kangana is doing this style for the first time. She first learnt the basics of Bharatanatyam to get the body language right. My parents, who had assisted Thangappan master, have worked with Amma, and now, I’m working on her biopic. So, it’s a special moment for me.— Gayathri Raghuram, choreographerI have worked with artistes of that generation. So, I am aware of the style that was in vogue then. I have taken inspiration from that and also used my creativity.— Pattanam Rasheed, makeup artisteThough I’ve worked with south actresses like Bhanupriya and Gautami in Bollywood, this is my first Tamil film . I’ve worked with Hema Malini also and have done her hair for her dance shows. I’ve got some references for this film, but I create styles out of my imagination. Kangana is an easy artiste to work with.— Maria Sharma, hairdresserTo get the look right, we spent a lot of time watching Jayalalithaa’s footage. There was a great difference between her look as an actress, and when she started her political journey. So, it’s a challenging task.— Neeta Lulla, costume directorWe spent time researching not just the characters in the film, but also the time period. Like, even if someone is using a pen, we’ll have to carefully use the kind of pen that existed in that period.— Ramakrishna Sabbani and Monika Nigotre, art directorsOn the day we were on the Thalaivi set, Kangana had a special visitor — Ashwini Iyer Tiwari, who directed her latest release Panga. “We really didn’t get time to celebrate the response our film was getting. So, Kanagana called me over here,” Ashwini, who was on the set through the evening, told us. When Vijay asked if she wanted to check the monitor, she told him, “No, no, you are the director, and you are doing a great job.”",entertainment,"https://static.toiimg.com/thumb/msid-73962866,width-1070,height-580,overlay-toi_sw,pt-32,y_pad-40,resizemode-75,imgsize-1174758/73962866.jpg",http://timesofindia.indiatimes.com//entertainment/tamil/movies/news/shoot-at-site-the-making-of-thalaivi/articleshow/73962866.cms
