,Date,Title,Content,Category,Image_link,Article_link
0,['31/01/2020'],French troupe of poetry whisperers comes to Bengaluru,"Do you think that whispering sweet nothings in your loved one’s ears is mundane? Picture this: You suddenly meet someone on the road, who murmurs poetry in your ears. Curious as it may sound, Les Souffleurs — Commandos Poétiques (the whisperers) are coming to Bengaluru for the first time with their poetic secrets and surprise interventions. Nine artistes from the French collective are currently touring four cities in India with their unique project, called Jaan.So, what do they whisper? They will slowly recite select verses of poetry by Indian poets. Interestingly, the group comprises comedians, writers, dancers, theatrepersons and musicians. They usually pop up in public spaces and act through poetry and quiet choreographies. In India, they are enacting in four languages — English, Hindi, Urdu and Bengali. The artistes have previously performed in Spanish, Italian, Arabic, Hebrew, Portuguese, Turkish, Romanian and Japanese. The Bengaluru chapter is presented by Chennai-based arts collective, Prakriti Foundation, in collaboration with the Institut français India.Describing it as a flash mob of poetry, Meera Krishnan, of Prakriti, says, “It is a unique project that intends to make poetry more accessible in public places. This is mainly for common citizens who either do not have access to a library or are too confined in their day-to-day activities and can barely manage time to pick up a book to read.” The whisperers mainly perform via gestures, installations and writings. The artistes murmur poetic, philosophical and literary secrets in the passers-by’s ears with the intention “to create slowdowns into the beating heart of cities, restore the meaning behind each poetry verse and adopt a tender, benevolent and furtive gesture in common public spaces”.“People tend to find opening poetry books much more difficult compared to novels or political texts. This allows the audience to discover a therapeutic literature through poetry. They can expect curiosity, discovery and lots of love. We whisper beyond castes and distinctions,” say the artistes, adding, “Through our silence and slow pace, along with the tumult of contemporary Indian society, we try to create a poetic counterpoint — the blaring horns vs the whispers. And somewhere the point between these horns and our whispers is where we find harmony, jaan.”In Bengaluru, they will perform at Cubbon Park, alternative art hubs, as well as co-working spaces from February 2 to 4.",life-style,"https://static.toiimg.com/thumb/msid-73767580,width-1070,height-580,overlay-toi_sw,pt-32,y_pad-40,resizemode-75,imgsize-195181/73767580.jpg",http://timesofindia.indiatimes.com//life-style/spotlight/french-troupe-of-poetry-whisperers-comes-to-bengaluru/articleshow/73767632.cms
1,['31/01/2020'],When Kudla celebrated the spirit of Kambala,"This story is from January 31, 2020

Karavali thrives in celebrating its unique culture and traditions, and Kambala holds a prime spot in this scheme of things. One such race was recently held on the outskirts of Mangaluru . The annual Rama Laxmana Jodukere Kambala is usually held at night, and it goes on till the wee hours of the following day. The race is divided in six categories – Naegilu Hiriya, Naegilu Kiriya, Hagga Hiriya, Hagga Kiriya, Kane Halage and Adda Halage.

Onlookers cheered and rooted for their favourites. The highlight of the event, though, were the tassels representing the tricolour that graced the horns of the participating bulls.

",mangaluru,"https://static.toiimg.com/thumb/msid-73767104,width-1070,height-580,imgsize-170543,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",http://timesofindia.indiatimes.com//city/mangaluru/when-kudla-celebrated-the-spirit-of-kambala/articleshow/73766933.cms
2,['31/01/2020'],"Kirik Keerthi, Sparsha Rekha and Pawan Kumar to judge new Kannada comedy show","There is no denying that comedy is a genre that works on all platforms, so, it is no wonder that Kannada television has a fair share with shows like Majaa Bharatha and Comedy Khiladigalu, among others. Joining the list is Nagso Challenge, a show hosted by Taneesha, which will have Kirik Keerthi Sparsha Rekha and Pawan Kumar as judges.Speaking about the show, director Bhuvan Shastry says, “Nagso Challenge is not only limited to standup comedy, skits, mimicry or mono acting, which are currently seen on television. Contestants can do whatever act they want, according to their creatviity, but they have to do it in four minutes, without resorting to double entendre. The idea is to present comedy in its purest form, so that people of all age groups can enjoy it. In total, we have selected 26 contestants between the age groups of nine to 60 years across Karnataka, who will progress to the next round based on the judges’ opinion.”As for having Keerthi, Rekha and Pawan as judges, Bhuvan adds, “Pawan is known for his comedy in Kannada movies, while Rekha has carved a niche for herself as a versatile actor. She can guide talented contestants in the right way. Keerthi is a creative guy known for his spontaneous humour, so we zeroed on him,” he says.",tv,"https://static.toiimg.com/thumb/msid-73771788,width-1070,height-580,overlay-toi_sw,pt-32,y_pad-40,resizemode-75,imgsize-111292/73771788.jpg",http://timesofindia.indiatimes.com//tv/news/kannada/kirik-keerthi-sparsha-rekha-and-pawan-kumar-to-judge-new-kannada-comedy-show/articleshow/73771788.cms
3,['31/01/2020'],Flashback: Meet television’s original Ram and Sita,"“If life gives you many things at one point, there is always a balance that it strikes at another point. You have to take life as it comes,” says actor Arun Govil , who is best known as television’s original Lord Ram. It’s been three decades since Ramanand Sagar’s 'Ramayan' aired, and the last few years have seen many versions of the epic on the small screen, but even today, his level of popularity remains unmatched. However, as Govil admits, along with the highs, he has also experienced lows. In an exclusive chat with BT, the actor opens up about how he could never return to the world of films and TV after playing Lord Ram , the lure of politics and why he prefers to keep away from showbiz now. Excerpts:The fact that someone is asking me about my role 31 years after the show ended, proves that people still consider me the best version of Ram on screen. (Writer-director Ramanand) Sagar sir’s 'Ramayan' had an impressive cast, the script was outstanding, the performances were good and above all, his belief in 'Ramayan' made all the difference. After our show ended, many others, including Sagar sir’s sons, made shows on the epic. However, I felt that their casting was not as good. I could be termed old-school, but I believe that the content of a mythological or historical show should not be tampered with. Technologically, we are more advanced today, but our show was supreme in terms of content.That’s true. I had started my career as a Hindi film hero and post Ramayan, when I wanted to return to Bollywood, the producers said, ‘Your image as Ram is so strong, we cannot cast you as anyone else or give you a supporting role.’ They felt that I was not suited for commercial movies anymore. That became the biggest minus point of my career, and I realised that I could never return to showbiz the way I wanted to. I took up a few TV shows, but every time I did something, people rejected me saying, ‘Arre, Ramji kya kar rahe hain’. I was disappointed and there was a question mark on my career. On one hand, a single show had earned me immense love and admiration, but on the other, my career came to a standstill. I worked for a few more years before putting a full stop to my career in showbiz. For the last 14 years, I have not done anything, except maybe make a few special appearances. I have not given up on acting completely, but I will do something only if it is good.I turned towards my guru, who evoked my interest in spirituality and the study of mantras. It’s not that I have turned cynical because I got a raw deal. One has to take life as it comes. If life gives you many things at one point, there is always a balance that it strikes at another point. I am not jobless now; it’s just that it was not important to continue acting. There has never been a situation where I had to worry about running the family. I have always had the faith that I can support myself. I remember, after the audition for 'Ramayan', I had requested Sagar sir for Ram’s role, but they had already chosen someone else. They asked me if I was ready to play Lakshman or Bharat, but I declined. Then suddenly, one day, they told me that I was playing Ram. If you are sure about yourself and what you want, you will succeed.I have been receiving offers to join politics since 1988. In the last elections, too, I received a tempting offer. Anybody who aspired for a career in politics would have grabbed it. I was also a bit inclined towards it, but somehow, it did not materialise. Also, I am too straightforward for politics. If I don’t like something, I will say it openly and that does not work in politics. I realised that I would not be able to sustain a political career and so, I opted out. Many people advised me to capitalise on my image as Ram and join politics, but that’s not me. I don’t believe in trading. I also believe that there is no limit to what people want in life. Even if I accepted the offer, then what? I would have wanted to move on to something else and the cycle would continue. I have reached this point after understanding the importance of life. The lesser I get involved, the lesser the stress and complications.I don’t socialise much. I can sit idle and alone for four-five hours, and still enjoy it. I watch films and read fiction and non-fiction books. In fact, I have started reading Hindi literature again. People still fall at my feet and it is very embarrassing when they have tears in their eyes on seeing me.I don’t understand the content on TV now, though technically, they have grown by leaps and bounds. The actors are good and hard-working, but there is no story or logic in the shows. People ask why TV shows are dragging, it is because viewers continue to watch them. We need finite shows. I was offered many roles to play the father, but they were not meaningful at all.It is not necessary that two co-actors have to be friends. Dipika and I would talk only about work and that was fine.She was literally worshipped across the country when she played Sita in 'Ramayan'. And then, she entered politics as a Member of Parliament (from 1991 to 1996). Dipika Chikhlia Topiwala says that she had received “everything on a platter”. But post her marriage to industrialist Hemant Topiwala, she preferred to focus on her personal life and disappeared from the limelight. Now, as she gears up for her second innings in showbiz, Dipika talks to BT about how the image of Sita worked against her, why she quit politics and her future plans. Excerpts...There were pros and cons of portraying Sita. I became a household name, but the image of Sita went against me because after that, I was offered similar roles on TV. I wasn’t glamourous like Zeenat Aman or Hema Malini, and maybe that’s why I was not approached for big roles in films. After a long time, I took up a role in a historical show because it gave me a chance to do something different. I also moved to regional cinema, but it wasn’t easy, as I could not speak South Indian languages. After a point, I gave up.I can easily say that I am destiny’s child. Fame, TV shows and even a career in politics came on a platter, but the day I got married, my dreams changed and my other ambitions took a backseat. I wanted to be a hands-on mom. Being a politician would not have allowed me to be at home when my daughters needed me. I was also working with my husband at that time and he suggested that I stick to one thing. So, after I finished my term in the Parliament, I gave up my seat. I did win the election, but I had developed cold feet and got nervous about becoming a politician. However, exiting politics did not bother me as much as lack of quality roles did. Also, the urge to be at home and play the role of a wife and mother was so strong that I felt it was best to give it all up.When we did a show in those days, we never took up any other work. So, it never clashed with my image and that’s why perhaps, our roles are still remembered. The actresses are good now, but they look like heroines and not the characters that they are playing. The glamour element is stronger than looking the part. In those days, I refrained from even wearing nail polish and lipstick and I used to chop my nails whenever I was on set. I remember Hema Maliniji calling the Sagars and telling them to ask me not to wear any lipstick, as that would make my character look more real. I don’t enjoy watching TV shows now and my attention span is less. I may watch a crime-based show, but nothing really holds my attention for long.My children are grown up now and though I don’t mind playing mother on TV, I should not just be a part of the décor in the show. The supernatural genre is dominant right now and people are watching those shows, so there is no way you can stop making them, but I will never become a naagin (laughs!). Having said I would love to do a costume drama like a mythological or historical show, and also, films.I met Arun (Govil) after 25 years at a function, and we were cordial. Sunil (Lahiri, who played Lakshman) has kept in touch and I also speak to Arvind (Trivedi, who played Ravan) sometimes. I am focussing on getting back to acting full-time since I am free now. I also enjoy doing my yoga, meditation and my regular chores.",tv,"https://static.toiimg.com/thumb/msid-73768948,width-1070,height-580,overlay-toi_sw,pt-32,y_pad-40,resizemode-75,imgsize-122759/73768948.jpg",http://timesofindia.indiatimes.com//tv/news/hindi/flashback-meet-televisions-original-ram-and-sita/articleshow/73768021.cms
4,['31/01/2020'],Kaanadante Maayavadanu: Kaanadante Maayavadanu is a ghost story with a twist,"Kaanadante Maayavadanu, which has Vikas and Sindhu Loknath in the lead, along with Achyuth Kumar, late Raghava Uday, Bhajarangi Loki, Suchendra Prasad, Dharmanna, Seetha Kote, and Siddha the dog, among others, releases across the state in over 100 theatres, today. The film, which has been produced by Back Benchers Motion Picture, including producers Chandrashekar Naidu, Som Singh, and Pushpa Som Singh, has a fantasy narrative, and features elaborate sets, CGI sequences, picturesque locales, and more, share the makers. “The one line story that Vikas and Raj Pathipati narrated is what got me hooked and made me back this film. This movie's protagonist is a ghost who is not terrifying, but funny and well-intentioned — his antics are sure to leave you laughing. The content is refreshing and the fact that there haven’t been too many Kannada films in the recent past in the fantasy genre, makes it markedly different from conventional narratives,” explains Som Singh, adding, “This movie is tailor-made for family audiences. At no point will viewers feel uncomfortable with the humour or the dialogues. It is truly for all age-groups.”",entertainment,"https://static.toiimg.com/thumb/msid-73768159,width-1070,height-580,overlay-toi_sw,pt-32,y_pad-40,resizemode-75,imgsize-230293/73768159.jpg",http://timesofindia.indiatimes.com//entertainment/kannada/movies/news/kaanadante-maayavadanu-is-a-ghost-story-with-a-twist/articleshow/73768159.cms
5,['31/01/2020'],Chennai Times 20 Most Desirable Men on TV 2019,"Rank 2019 HOTTIES GAINERS/LOSERS IN 2019 Rank 2018 1 Kavin New Entrant - 2 Mugen Rao New Entrant - 3 Vijay Down 1 4 Tharshan Thiyagarajah New Entrant - 5 Kathirravan K Down 4 6 Prajin Padmanabhan Down 3 7 Rahul Ravi Down 5 8 Rakesh Down 7 9 Kumaran Thangarajan

New Entrant - 10 Viraat New Entrant - 11 Karthik Raj Up 15 12 Puvi Arasu Muthusamy - 12 13 Rio Raj - 13 14 Sidhu New Entrant - 15 R Shyam New Entrant - 16 Sibbu Suryan New Entrant - 17 Akshay Kamal New Entrant- 18 Arun Prasath New Entrant - 19 Rakshan - 8 20 Sanjeev Karthick - 6

Here are the guys who have made it to Chennai Times 20 Most Desirable Men on Television 2019. With an overload of talent and a huge fan following, these hot-bods ruled the television scenario, and how!Though he didn’t win the Bigg Boss Tamil 3 title, Kavin managed to win the hearts of many. The audience despised him initially, but started liking him slowly, and by the end of the show, they were, in fact, rooting for him. With a massive fan following, no wonder Kavin has been chosen as the Chennai Times Most Desirable Man On Television 2019. When we informed him of his win, he asked us whether we were playing a prank on him. “Ennoda collar-ah thooki vittutu, naan veetla Chennai Times paper-oda nadakka poren,” he laughed.This Malaysian-Tamil paiyyan was already winning hearts on Instagram with his singing skills. And he became a household name here after winning the third season of Bigg Boss Tamil. His song Enna Marantha became so popular that it has many cover versions. The young lad is quite busy with several projects in the pipeline.He has a ‘sparkling relationship with Malaysian actor Yasmin Nadiah.His soulful voice, charming smile... Okay, we’ll stop now!He charms audiences with his witty anchoring in shows like Dance Vs Dance and Singing Stars. He also dabbles as a lyricist and his Takkunu Takkunu from Mr Local is among the chartbusters he has penned.He married his best friend Monika Thangaraj last year.He was our Chennai Times Most Desirable Man On Television last year. Do we need to say more?This Sri Lankan-born started off his career here as a model. But it was his stint in Bigg Boss Tamil 3 that catapulted him to fame. Even though he didn’t win the title, Tharshan managed to sign a three-film deal with Kamal Haasan’s production house!Seems like he’s going strong with Sanam Shetty.Tall, suave and handsome — he’s that guy you just can’t stop drooling over!Kathirravan has been rocking the TV space for a while now and there’s no stopping him. His funny style of anchoring in shows like Hit List and Super Sister has found him many fans.He says that he’s single. Hard to believe, no?That smile, that charm and that beard... ooh la la!The actor won the hearts of many with his lively performance in Chinnathambi, which ended last year. He also played a pivotal role in the Malayalam film, Love Action Drama. And now, he’s busy with his next show, Anbudan Kushi.He is happily married to his sweetheart, Sandra Amy.Gaandha kannazhaga, look-u vittu-u kick-u ethum... phew!This Thrissur-based actor wowed Tamil audiences when he starred in the multilingual Nandini. He is now playing the lead in Chocolate, a remake of the Malayalam serial by the same name.Listen up, ladies, he’s apparently single!His dapper looks and his sense of style make him quite a star!It is only been a while since he made his TV debut, but this youngster has already found his way into the hearts of the viewers. He’s currently hosting Sun Singer and will also make his acting debut soon.We hear that he’s in a steady relationship. Who’s the mystery girl, we wonder.Unconventional good looks and that soft smile have got the hot-o-metre ringing!He made a big entry in TV as a dance choreographer. And then he hit it out of the park with Pandian Stores, which has made him namma veetu paiyyan in Tamil Nadu.He’s married to Suhasini, who is also an actor.This man can dance his way into your heart.This handsome hunk from Bengaluru made his Tamil television debut with Perazhagi last year. His performance has been getting a thumbs up from the audiences.: Go for him girls, he’s single.His rugged looks make women go weak in the knees.Karthik Raj has had an interesting journey in TV. His Sembaruthi is still rocking the TRPs and his performance as Adithya has helped him amass a sizeable fanbase.He’s fiercely private about his personal life.Tall, dark and handsome. Enough said!Starting off as a reality dance show contestant and then taking the plunge as an actor, Puvi Arasu has become quite the TV star already. He’s currently got the ladies impressed with his portrayal as Iniyan in Oru Oorla Oru Rajakumari.He might be single, but the love he gets from his fans makes him glow.Tamil paiyyan, daaaaaw!Rio Raj has had an eventful year, what with making his film debut with Nenjamundu Nermaiyundu Odu Raja. Even though he’s busy with films like Badri Venkatesh’s Plan Panni Pannanum, Rio continues to host TV reality shows like Dancing Super Stars.He and his wife Shruti Ravi give us some major relationship goals.Who doesn’t fall for a man who can make you laugh?Sidhu is slowly but steadily making an impression on Tamil audiences with his performance as Santhosh in Thirumanam.He’s rumoured to be dating his co-star Shreya Anchan.His boy-next-door looks and impish charm work like magic!Shyam is quite the television biggie, what with the actor starring in a host of television shows and serials. Right now, he’s busy with Eeramaana Rojaave and is also working in a couple of Tamil films.His marriage with Sandhya Nambiar is what fairy tales are made of.He’s a jolly paiyyan and sexy to boot!He’s yet another Bengaluru boy who’s made it big in Tamil television with his debut serial, Roja. Being quite the charmer, he’s bagged some awards, too, for his performance.He aces the romantic scenes, but says that he’s single.Those laugh lines. Uff!He’s new to the list, but not to the audiences. He’s been climbing up the ladder of people’s hearts steadily and is now raring to go in Rettai Roja, in which he plays the lead.Rumour is that he’s single. But you never know...Well, we can’t go past those arresting eyes...Arun takes his acting career quite seriously and has been part of several short films. He even did an important role in Meyaadha Maan. And last year, he made his TV debut in the serial, Bharathi Kannamma.That’s quite a mystery.There is something striking about him, no?Rakshan never fails to impress us with his wit. Busy with a couple of shows, including Cooku With Comali, Rakshan is also gearing up for the release of Kannum Kannum Kollaiyadithal, in which he plays an important role.He’s single, at least that’s what we think so!He has got a down-to-earth demeanour and an affable personality!Sanjeev is quite the darling of television audiences. After wrapping up Raja Rani last year, he’s back with a new serial, Kaatrin Mozhi.He tied the knot with his papu Alya Manasa last year and they are expecting their first child.A well-groomed man always gets our thumbs up!",tv,"https://static.toiimg.com/thumb/msid-73769241,width-1070,height-580,overlay-toi_sw,pt-32,y_pad-40,resizemode-75,imgsize-1103437/73769241.jpg",http://timesofindia.indiatimes.com//tv/news/tamil/chennai-times-20-most-desirable-men-on-tv-2019/articleshow/73769241.cms
6,['31/01/2020'],Love Mocktail: The emotions in Love Mocktail are relatable: Krishna,"For just over a year, actor Krishna has been busy focused on just one thing — making his dream directorial debut, which, incidentally, he has also produced along with his co-star Milana Nagaraj . Produced under his home banner, Krishna Talkies, the film, Love Mocktail, releases today and Krishna couldn’t be happier to have audiences see what he brings to the table, given that he has also written it. As the title suggests, Love Mocktail is a youthful romantic drama that follows Krishna’s character from teenage to his mid 30s and the women — three of them — in his life at various stages. While Milana is one of the heroines, the film also has Amrutha Iyengar and newbie Rachana. “I have written the script based on some of my own experiences as well as stuff I have seen and heard, so, a lot of the sequences, especially the emotions, in the film will seem relatable to audiences,” says Krishna. The story and his execution apart, the actor-director says that the music by Raghu Dixit and cinematography by Sri Crazymindz will also be highlights.",entertainment,"https://static.toiimg.com/thumb/msid-73767874,width-1070,height-580,overlay-toi_sw,pt-32,y_pad-40,resizemode-75,imgsize-106316/73767874.jpg",http://timesofindia.indiatimes.com//entertainment/kannada/movies/news/the-emotions-in-love-mocktail-are-relatable-krishna/articleshow/73767874.cms
7,['31/01/2020'],Planning to go vegan? Make sure your body gets these essential nutrients,"Although still relatively new, veganism is fast becoming a popular dietary practice. With stores selling a variety of organic products and supermarkets offering plant-based mock meat and milk, as well as other healthy substitutes, options seem to be plenty for those who follow this ‘ethical’ trend. However, many would also agree that maintaining a vegan diet is quite challenging. People often find themselves at crossroads during the transition to opting for a wholesome vegan meal plan. Here are a few things to keep in mind before taking the plunge…“Don’t switch to veganism just because your favourite celebs are following this diet. While veganism is a healthy dietary practice, it is important to understand its ethos before opting for it,” says Kavita Devgan, a Delhi-based nutritionist, adding, “Figure out whether or not it will agree with your body. You should also be willing to spend the required time, effort, energy and money to ensure that you are maintaining the protein and nutrient levels in your vegan diet.”Once you have turned vegan, it is important to plan your diet carefully. If you relied on dairy products for calcium, you can now choose from alternatives such as ragi, soybeans, leafy greens, sesame seeds and almonds, says Sheela Krishnaswamy, a dietician and wellness consultant. “Proteins help repair your body’s tissues, muscles, hormones and enzymes. In a vegan diet, toor dal, moong, chia seeds and almonds can provide adequate amount of protein for your body. Almonds also make a great snack option, particularly when you have those between-meal hunger pangs,” she suggests, adding, “It is about ensuring that all your dietary requirements are met adequately.”“Vitamin B12 is the only nutrient that is not found in plant foods. Its deficiency in the body may cause anaemia or even lead to neurological problems. So, if you decide to turn vegan, get your Vitamin B12 levels assessed regularly and take B12 supplements, if required,” says Sheela. It is advisable to evaluate your goals before taking the plunge. Many also partially follow the diet before turning full-time vegan. “Going vegan suddenly may take a toll on your body. So, start your transition by being a part-time vegan. It’s better to take help from health experts to understand the diet better,” she suggests.",life-style,"https://static.toiimg.com/thumb/msid-73770779,width-1070,height-580,overlay-toi_sw,pt-32,y_pad-40,resizemode-75,imgsize-1288910/73770779.jpg",http://timesofindia.indiatimes.com//life-style/health-fitness/diet/planning-to-go-vegan-make-sure-your-body-gets-these-essential-nutrients/articleshow/73770779.cms
8,['31/01/2020'],Udaipur boy Nakuul Mehta marks ninth anniversary in Bikaner,"Be it any occasion, Rajasthan remains among the top choices of celebrities wishing for a quick getaway. Hailing from Udaipur, Nakuul Mehta, who recently celebrated his ninth wedding anniversary, decided to enjoy the occasion with his wife in Bikaner Nakuul Mehta with wife Jankee Parekh in Bikaner “Rajasthan being my home state, I don’t miss any opportunity to be back here. Moreover, it has been pretty long since I came here as I am based in Mumbai. Bikaner is a small city and has its own unique charm. The city is known for its bhujiya and I am a big bhujiya fan. I have already got packets of bhujiya and fini (sweet) packed for Mumbai,” says Nakuul.Nakuul reslishing kachori in BikanerMehta and his wife, singer Jankee Parekh, went to Bikaner to ring in the anniversary celebrations. They visited the famous Junagarh fort and explored the local markets before marking their anniversary in the evening. Nakuul shares, “It was a simple candle light dinner date. We relished the daal-bati-churma, while enjoying the magnificent view of the Gajner lake. At this time of the year, the lake becomes home to thousands of migratory birds and looks all the more beautiful. It was all we wanted. We also watched kalbelia dance performance.”Nakuul was last seen in the TV show Ishqbaaaz. Talking about his upcoming projects, he says, “Currently, I am in talks with some daily soap makers. What is important for me is that the role has to be creatively different and also something that does not give me mental fatigue. Though I have been lucky enough to be a part of shows that gave me name and fame with meaty roles, it is very difficult to reinvent yourself with daily soaps.”",tv,"https://static.toiimg.com/thumb/msid-73807508,width-1070,height-580,overlay-toi_sw,pt-32,y_pad-40,resizemode-75,imgsize-294546/73807508.jpg",http://timesofindia.indiatimes.com//tv/news/hindi/udaipur-boy-nakuul-mehta-marks-ninth-anniversary-in-bikaner/articleshow/73807315.cms
9,['31/01/2020'],French troupe of poetry whisperers comes to Bengaluru,"Jaan

jaan

Do you think that whispering sweet nothings in your loved one’s ears is mundane? Picture this: You suddenly meet someone on the road, who murmurs poetry in your ears. Curious as it may sound, Les Souffleurs — Commandos Poétiques (the whisperers) are coming to Bengaluru for the first time with their poetic secrets and surprise interventions. Nine artistes from the French collective are currently touring four cities in India with their unique project, calledSo, what do they whisper? They will slowly recite select verses of poetry by Indian poets. Interestingly, the group comprises comedians, writers, dancers, theatrepersons and musicians. They usually pop up in public spaces and act through poetry and quiet choreographies. In India, they are enacting in four languages — English, Hindi, Urdu and Bengali. The artistes have previously performed in Spanish, Italian, Arabic, Hebrew, Portuguese, Turkish, Romanian and Japanese. The Bengaluru chapter is presented by Chennai-based arts collective, Prakriti Foundation , in collaboration with the Institut français India .Describing it as a flash mob of poetry, Meera Krishnan , of Prakriti, says, “It is a unique project that intends to make poetry more accessible in public places. This is mainly for common citizens who either do not have access to a library or are too confined in their day-to-day activities and can barely manage time to pick up a book to read.” The whisperers mainly perform via gestures, installations and writings. The artistes murmur poetic, philosophical and literary secrets in the passers-by’s ears with the intention “to create slowdowns into the beating heart of cities, restore the meaning behind each poetry verse and adopt a tender, benevolent and furtive gesture in common public spaces”.“People tend to find opening poetry books much more difficult compared to novels or political texts. This allows the audience to discover a therapeutic literature through poetry. They can expect curiosity, discovery and lots of love. We whisper beyond castes and distinctions,” say the artistes, adding, “Through our silence and slow pace, along with the tumult of contemporary Indian society, we try to create a poetic counterpoint — the blaring horns vs the whispers. And somewhere the point between these horns and our whispers is where we find harmony,.”In Bengaluru, they will perform at Cubbon Park , alternative art hubs, as well as co-working spaces from February 2 to 4.In Video: France's poetry whisperers come to Bengaluru",bengaluru,"https://static.toiimg.com/thumb/msid-73767580,width-1070,height-580,imgsize-195181,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",http://timesofindia.indiatimes.com//city/bengaluru/french-troupe-of-poetry-whisperers-comes-to-bengaluru/articleshow/73767325.cms
