,Date,Title,Content,Category,Image_link,Article_link
0,['25/01/2020'],Kochi Times Most Desirable Man on TV 2019: Sreeram Ramachandran,"With his innocent smile and unassuming personality, Sreeram Ramachandran has become a household name in Kerala. The actor, who incidentally began his TV career by playing a struggling actor named Anand in Chumma, is now popular as superstar Jeeva in Kasthoorimaan. The son of veteran Carnatic musician Palai C K Ramachandran, Sreeram is also a singer and it’s no wonder with this enviable fan following that he has topped the Kochi Times Most Desirable Men on Television poll for 2019. The Thattathin Marayathu and Uyare actor shares his delight bagging the most desirable man on TV title. Excerpts.I feel really happy. I have been following Kochi Times and it’s a proud moment for me to win this title. It’s a boost to my career. TV has been a popular medium in Kerala and when I am chosen as the most desirable man on TV, I realise that I have been accepted by many and that feels special.I am someone who prefers to choose the path less travelled. Whenever I do something, I try to make it subtle and simple. Considering the struggles that I have endured, I have never been able to do anything loud, but I try to be genuine. I think that’s what makes people like me.I do not have to go anywhere to find the qualities of the most desirable woman as I see them every day at home, in my better half Vanditha. She is benevolent, compassionate and socially committed, and that’s why she has chosen a career as a speech therapist. Before meeting her, I was unaware of such as career option and what I attracted me to her was the commitment she has to the society.After acting in films such as Malarvadi Arts Club and Thattathin Marayathu, I began my career in TV through Chumma in 2012 and went back to act in Shyamaprasad sir’s Artist. Again, I came back to mini screen to do Kasthoorimaan. There is a common notion that an established actor in mini screen will not be able to return to Mollywood, I really wanted to break that stereotype. Actors like Shah Rukh Khan, Sushant Singh and Madhavan came into films after becoming popular faces in television. I came back from films to small screen as I wasn’t getting much opportunities in movies, but I got the mileage from TV to return to Mollywood with a bang. Acting is acting, no matter the medium.I am a hardcore fan of Hrithik Roshan, not just because he is a handsome actor with a chiselled body, but because I admire his dedication and perseverance to chase his dreams. He was someone who was bedridden due to a severe back injury; many told him he can never dance again. He overcame that and became one of the best dancers of Bollywood. Later, he was diagnosed with chronic subdural haematoma and I remember reading his mom’s interview where she said how Hrithik, smiled and gave her confidence just before getting into the operation theatre for surgery.My most desirable woman is Priyanka Chopra as she is now living her dreams. She became an international actress through her hard work, attitude and dedication.Of course. Kozhikode has been always an encouragement for my career growth. It is a place where you will have at least five people who would encourage you to do what you are good at. Kozhikode being my hometown is special to me.I am still taking baby steps in my career and I am not sure, if I am qualified to assess my experience. It was during my second year of engineering that I was smitten by films. I decided to complete my course, become secure and then venture into films as there is always an element of luck in becoming successful in films. My dad is a musician and I was also focused in music but acting was always there in my mind and it eventually happened. I began as an assistant director and slowly turned an actor.I prefer to take life on day-to-day basis and whatever I have gone through in life has become an inspiration for me while acting, so I would prefer to take the energy that I gain from the industry to perfect my characters.Right after watching Anjaam Pathira, I was comparing its making and quality with Hollywood films. It’s great that we are raising our standards and keeping it high. I am proud of being part of films like Uyare that are making a mark. Our Malayalam films by those like G Aravindan, Adoor Gopalakrishnan, John Abraham and now Lijo Jose Pellisserry, have always been looked upon by filmmakers across the world. It is interesting to see our filmmakers treading their own path and making films that are unique in their narratives, making and even gender sensibilities.",tv,"https://static.toiimg.com/thumb/msid-73583295,width-1070,height-580,overlay-toi_sw,pt-32,y_pad-40,resizemode-75,imgsize-344190/73583295.jpg",http://timesofindia.indiatimes.com//tv/news/malayalam/kochi-times-most-desirable-man-on-tv-2019-sreeram-ramachandran/articleshow/73583295.cms
1,['25/01/2020'],Bengaluru gets ready for an evening of theatre with Pankaj Kapur,"Pankaj

Kapur

Dopehri

haveli

Dopehri

Pankaj

Saher

Pankaj

Happi

Pankaj

’sis about the evening of life. Known for its nostalgic charm, the play, based on a novella by the same name, sees the doyen among actors take the stage as a narrator. Amid lights and music, he embarks on a journey with the audience, investigating the mundane voices that riddle the life of a lonely woman, named Amma Bi, in her deserted Lucknow. “It’ll be an evening of theatre in Bengaluru,” says the veteran artiste, who is set to present a dramatised reading ofin the city, a tale he had penned nearly 30 years ago. “It’s an entertaining piece that brings alive literature on stage,” he adds. Presented by Flo Bangalore, the show will be held at Chowdiah Memorial Hall on February 6.finds Bengaluru to be a culturally-aware city. “Every time I am in town, either performing a play on stage or speaking at a literature festival, I have noticed that people here are very well-educated and informed. Audiences respond to each nuance of a performance — be it storyline, structure or dialogues — which is kind of encouraging for the artiste,” he says. When he had brought his play,, to Bengaluru a couple of years ago, several local actors were made part of its ensemble cast. “We usually don’t get the time to watch local plays when we are travelling with a production. But this gave us the opportunity to interact with local actors. And it was a good experience,” he explains.When asked about his perspective on India’s current socio-political situation,says, “People are already speaking up about what’s happening in the country right now. I don’t think there is anything new to add. But all I want to say is that every human being is the same, and everyone should be treated with equal respect.”Amid all the travelling, film shoots, stage performances and writing, the veteran actor also takes time out to be with his grandchildren, Misha and Zain . He says, “I usually meet them on Sundays. They are delightful kids. I don’t get to spend as much time with them as I would want to because of my work schedule. But, like any other grandfather, I am indulgent when I am with them. It’s amazing to see the two growing up together.”Fresh from the success of his ode to Charlie Chaplin ,says he might be writing more short stories in the near future, some of which might turn into stage adaptations too.",bengaluru,"https://static.toiimg.com/thumb/msid-73583667,width-1070,height-580,imgsize-79225,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",http://timesofindia.indiatimes.com//city/bengaluru/bengaluru-gets-ready-for-an-evening-of-theatre-with-pankaj-kapur/articleshow/73584507.cms
2,['25/01/2020'],It’s heartening that theatre is thriving all across Karnataka: Anant Nag,"Veteran actor Anant Nag started his career in theatre at the age of 19 before making a shift to the silver screen. It, therefore, makes him the ideal celebrity to inaugurate the upcoming edition of the Bahuroopi National Theatre Fest at the Rangayana Theatre in Mysuru . “My first visit to Rangayana was for its inauguration in 1989. Since then, I have gone back there only once, for the festival, when Prasanna was at the helm. I am glad that I will be inaugurating the Bahuroopi theatre festival at a time when there are so many experiments happening in theatre.”Reminiscing about his days in theatre, the actor says, “When I started my career, I was a part of Konkani theatre and went on to do 50 plays in the span of just five years in Mumbai under directors like Prabhakar Mundkur , Venkatrao Talageri, RD Kamath and KK Suvarna , all of who gave me varied roles. It was only then that directors like Amol Palekar and Satyadev Dubey took note of me and gave me the opportunity to act in Hindi plays directed by them. Interestingly enough, I have hardly done any Kannada plays, except the few directed by my brother, the late Shankar Nag.”Although Anant has not been active in theatre for a while, he has been keeping track of developments in the field. “There was a time when people used to complain that there are no takers for plays, but today, if there is interesting content you will absolutely find an audience. I am happy to see that theatre is thriving even outside of Bengaluru. For any budding actor or filmmaker, I believe that theatre is the perfect platform to pick up the nuances of writing, acting and direction,” he wraps up.",entertainment,"https://static.toiimg.com/thumb/msid-73584252,width-1070,height-580,overlay-toi_sw,pt-32,y_pad-40,resizemode-75,imgsize-382681/73584252.jpg",http://timesofindia.indiatimes.com//entertainment/kannada/theatre/its-heartening-that-theatre-is-thriving-all-across-karnataka-anant-nag/articleshow/73584259.cms
3,['25/01/2020'],Pourakarmikas to debut at Republic Day parade in Bengaluru,"This story is from January 25, 2020

T he dress rehearsal for this year’s Republic Day parade was underway at Manekshaw Parade Ground on Friday morning. Along with the Indian Navy , Air Force and Army personnel, NCC cadets and students from across the state, 33 pourakarmikas from the Bruhat Bengaluru Mahanagara Palike (BBMP), also took part in the rehearsals. Commissioner Bhaskar Rao and BBMP Commissioner, Anil Kumar , conducted a joint press meet and shared that a red alert will be in effect in the city on January 26 and security will be tightened.",bengaluru,"https://static.toiimg.com/thumb/msid-,width-1070,height-580,imgsize-,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",http://timesofindia.indiatimes.com//city/bengaluru/pourakarmikas-to-debut-at-republic-day-parade-in-bengaluru/articleshow/73585401.cms
4,['25/01/2020'],A script needs to resonate with my musical sensibilities: Amit Trivedi,"Right from his early albums like Aamir and Dev D, film composer and singer Amit Trivedi has always been drawn to off-kilter scripts. A decade into the industry, this is something that the National Award-winning composer still looks for in films. Most of his works that have worked have always resonated with his sensibilities, said the composer in an interview, ahead of Indradhanush , his three-hour experiential concert today in Chennai. Excerpts from the interview:It means an emotional ride. We will depict seven different emotions — love, sadness, anger, hope, courage, fear and friendship — through the songs. We have worked with a huge team and it is my dream come true. A very long time ago, I had created this song called Nikhra Hai Rang Indradhanush. This was almost around 25 years ago. I could not find an outlet for it back then. I wanted to use that line somewhere and wanted to use it in my show. The idea for the concert came from that song.2020 looks great and I am looking forward to it. I share different relationships with all directors. I share a beautiful working relationship with Anurag Kashyap. Sriram Raghavan is such an inspiration and I have always wanted to work with them. I gel really well with filmmakers like these. There was Kedarnath also, which worked out really well. Numbers wise, it fared far far better then Manmarziyaan or Andhadhun. It has been a great year. These directors add a lot to the music because their passion often rubs off on me.There is a medium that I am composing for and cinema is that medium. I need to know the film inside out to compose music. Otherwise, it is difficult. I need to relate with the directors and the milieu of the setting. Once you connect to a film, things flow naturally. And there are times where you don’t connect with a film. In these situations, you just have to see through it. We are professionals and just have to give our best at the given circumstances.A script needs to resonate with my musical sensibilities. And most of my films that have worked have resonated with my sensibilities. When that happens, the work automatically ends up being beautiful and I do end up giving my best.I don’t know if it was way ahead of time (laughs). I had no idea it would turn out to be such a big rage. I was just composing music as I would normally do for any film. Anurag sir loves songs. When he heard the music, he became so excited. He actually rewrote the entire script around the music. Even in 2020, we have a film releasing, and the process is the same. He tells me to make the music first, which inspires him and then he starts writing the script around it. It is so beautiful that when you watch the film, the marriage between the visuals, the music and the storytelling is seamless. It is what I call the Kashyap magic.It is the most important thing. Lyrics is the face of any song. The combination of composition, lyrics and singing is what makes a song a song. I love good poetry and thoughts put into simple words. Anand Bakshi used to do exactly that in the olden days. Now, we have Amitabh Bhattacharya, Javed (Akhtar) saab, Gulzar saab, and so many who do that in Hindi cinema. I have always had a beautiful working relationship with all my lyricists. Javed saab wrote Iktara and Sham from Aisha, 10 years back. The songs still resonate with people and covers of them are still being made. I hear a Sham cover almost every day. It is not just the music that has stood the test of time, but it is also the writing, which has a timelessness to it. Amitabh Bhattacharya’s work for Dev D is still talked about.The only challenge that I face is when the director does not understand or want the music that we compose. It becomes a challenge to crack what exactly the director wants at times. Any or every album is difficult to crack at the starting stage because it involves creating a new idea out of a blank space. Once you crack that, it becomes easy.I would love to do more Tamil films. I had a great time composing music for the Queen remakes. The directors were really cool. But I think the project has run into some trouble right now, and it is on an absolute hold. But the soundtrack has turned out very beautifully. I want it to come out soon. The experience was a great one.",entertainment,"https://static.toiimg.com/thumb/msid-73583511,width-1070,height-580,overlay-toi_sw,pt-32,y_pad-40,resizemode-75,imgsize-719481/73583511.jpg",http://timesofindia.indiatimes.com//entertainment/tamil/music/a-script-needs-to-resonate-with-my-musical-sensibilities-amit-trivedi/articleshow/73583511.cms
5,['25/01/2020'],"Embarking on a tour of namma Bengaluru, one sketch at a time","At a recent art showcase in Bengaluru, 11 artists translated some of the city’s most iconic landmarks into charming sketches. From the Kempegowda Tower, State Central Library and Cubbon Park to the Bible Society of India , more than 30 sketches were on display at Rangoli — Metro Art Centre . The event was organised Urban Sketchers Bengaluru .Visitors browsed through replicas of city hotspots on canvases, while they also got to interact with the artists. “I have been practising this art form for several years. My collection on display comprised sketches from 2001 as well,” says Suhas, whose works feature cemeteries , classrooms and other lesser-known places in the city. Shalini, on the other hand, feels that Bengaluru as a city is very colourful. “Whenever I visit an interesting place in town, I try to capture them in my sketches.”Artist Ranga Krishnamani , who inaugurated the event, says that events like these help showcase how young minds view the city. “These artworks enable the spectator to have a quick tour of some of the city’s monumental gems and places of historic relevance,” he sums up.- Ratheesh.Sundaram@timesgroup.com",bengaluru,"https://static.toiimg.com/thumb/msid-73585540,width-1070,height-580,imgsize-230523,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",http://timesofindia.indiatimes.com//city/bengaluru/embarking-on-a-tour-of-namma-bengaluru-one-sketch-at-a-time/articleshow/73585574.cms
6,['25/01/2020'],"Embarking on a tour of namma Bengaluru, one sketch at a time","At a recent art showcase in Bengaluru, 11 artists translated some of the city’s most iconic landmarks into charming sketches. From the Kempegowda Tower, State Central Library and Cubbon Park to the Bible Society of India , more than 30 sketches were on display at Rangoli — Metro Art Centre . The event was organised Urban Sketchers Bengaluru Visitors browsed through replicas of city hotspots on canvases, while they also got to interact with the artists. “I have been practising this art form for several years. My collection on display comprised sketches from 2001 as well,” says Suhas, whose works feature cemeteries , classrooms and other lesser-known places in the city. Shalini, on the other hand, feels that Bengaluru as a city is very colourful. “Whenever I visit an interesting place in town, I try to capture them in my sketches.”Artist Ranga Krishnamani , who inaugurated the event, says that events like these help showcase how young minds view the city. “These artworks enable the spectator to have a quick tour of some of the city’s monumental gems and places of historic relevance,” he sums up.- Ratheesh.Sundaram@timesgroup.com",entertainment,"https://static.toiimg.com/thumb/msid-73585540,width-1070,height-580,overlay-toi_sw,pt-32,y_pad-40,resizemode-75,imgsize-255929/73585540.jpg",http://timesofindia.indiatimes.com//entertainment/events/bangalore/embarking-on-a-tour-of-namma-bengaluru-one-sketch-at-a-time/articleshow/73585572.cms
7,['25/01/2020'],Bengaluru gets ready for an evening of theatre with Pankaj Kapur,"Pankaj

Kapur

Pankaj

Pankaj

Pankaj

’sis about the evening of life. Known for its nostalgic charm, the play, based on a novella by the same name, sees the doyen among actors take the stage as a narrator. Amid lights and music, he embarks on a journey with the audience, investigating the mundane voices that riddle the life of a lonely woman, named Amma Bi, in her deserted Lucknow. “It’ll be an evening of theatre in Bengaluru,” says the veteran artiste, who is set to present a dramatised reading ofin the city, a tale he had penned nearly 30 years ago. “It’s an entertaining piece that brings alive literature on stage,” he adds. Presented by Flo Bangalore, the show will be held at Chowdiah Memorial Hall on February 6.finds Bengaluru to be a culturally-aware city. “Every time I am in town, either performing a play on stage or speaking at a literature festival, I have noticed that people here are very well-educated and informed. Audiences respond to each nuance of a performance — be it storyline, structure or dialogues — which is kind of encouraging for the artiste,” he says. When he had brought his play,, to Bengaluru a couple of years ago, several local actors were made part of its ensemble cast. “We usually don’t get the time to watch local plays when we are travelling with a production. But this gave us the opportunity to interact with local actors. And it was a good experience,” he explains.When asked about his perspective on India’s current socio-political situation,says, “People are already speaking up about what’s happening in the country right now. I don’t think there is anything new to add. But all I want to say is that every human being is the same, and everyone should be treated with equal respect.”Amid all the travelling, film shoots, stage performances and writing, the veteran actor also takes time out to be with his grandchildren, Misha and Zain . He says, “I usually meet them on Sundays. They are delightful kids. I don’t get to spend as much time with them as I would want to because of my work schedule. But, like any other grandfather, I am indulgent when I am with them. It’s amazing to see the two growing up together.”Fresh from the success of his ode to Charlie Chaplin says he might be writing more short stories in the near future, some of which might turn into stage adaptations too.",entertainment,"https://static.toiimg.com/thumb/msid-73583667,width-1070,height-580,overlay-toi_sw,pt-32,y_pad-40,resizemode-75,imgsize-79225/73583667.jpg",http://timesofindia.indiatimes.com//entertainment/kannada/theatre/bengaluru-gets-ready-for-an-evening-of-theatre-with-pankaj-kapur/articleshow/73583682.cms
8,['25/01/2020'],"Narayani Shastri moves out of Mumbai, shifts to quiet Goa","Pavitra Rishta's Ankita Lokhande, who welcomed Lord Ganesh home, shared a video where she can be seen performing aarti with her family before she bids adieu to him. In the video, Ankita can be seen dressed in a simple Indian attire performing the aarti.",tv,"https://static.toiimg.com/thumb/msid-73582554,width-1070,height-580,overlay-toi_sw,pt-32,y_pad-40,resizemode-75,imgsize-108685/73582554.jpg",http://timesofindia.indiatimes.com//tv/news/hindi/narayani-shastri-moves-out-of-mumbai-shifts-to-quiet-goa/articleshow/73582593.cms
9,['25/01/2020'],My character in this film will entertain as well as shock viewers: Manisha Jashnani,"Remember Manisha Shree, who made her debut with Irukku Aana Illai, and went on to be a part of films like Bongu and Veera Sivaji? Well, the actress had taken a break for a couple of years and is back with a new identity and a few exciting projects.For starters, Manisha has reverted to her original surname. “I’ll be called Manisha Jashnani henceforth,” she says. Ask her what prompted her to take a break and she says, “It was a conscious decision. My mom was unwell and I wanted to be with her. But now, I’m happy to be back in the business, and I’m even happier to start work on my films,” says the model-turned-actress.Manisha is working with debutant director Ayyapan in a film that stars Abhilash (of Cinderella fame) in the lead. “It’s a horror thriller,” she informs, “My character has two shades... it will be interesting as well as shocking. We have finished shooting the first schedule in places like Kallakurichi. We will begin our next schedule in February.”The actress has also signed a Telugu film. Talking about the project, she says, “I will be making my Telugu debut with Lopaliki Raa Chepta. The film is directed by Kovera. He is also playing the lead in the film. We will start shooting for the film from next week.”Manisha says she wants to pick films that give her a chance to experiment with different kinds of roles. “I started my career as a model and soon, auditioned Irukku Aana Illai. Later, I got to play a supporting role in Veera Sivaji. It was a great experience working with Vikram Prabhu. Then, I got to work with Natty sir in Bongu. I took it slow as I wanted to choose the right films. I hope I get to work with talented people in interesting projects,” signs off the Chennai ponnu.",entertainment,"https://static.toiimg.com/thumb/msid-73583394,width-1070,height-580,overlay-toi_sw,pt-32,y_pad-40,resizemode-75,imgsize-1102668/73583394.jpg",http://timesofindia.indiatimes.com//entertainment/tamil/movies/news/my-character-in-this-film-will-entertain-as-well-as-shock-viewers-manisha-jashnani/articleshow/73583394.cms
